fbref_id,fbref_name,fpl_name,fuzzy_score,total_points,review,duplicated,missing_matchlogs
c4cca587,Philipp Wollscheid,Philipp Wollscheid,100.0,1.0,,,
8aadeaef,Ben Woodburn,Ben Woodburn,100.0,6.0,,,
8c8b941f,Matt Worthington,Matthew Worthington,91.0,1.0,,,
e61b8aee,Granit Xhaka,Granit Xhaka,100.0,640.0,,,
bda6ffd4,Claudio Yacob,Claudio Yacob,100.0,77.0,,,
caffaf5a,Maya Yoshida,Maya Yoshida,100.0,208.0,,,
be927d03,Ashley Young,Ashley Young,100.0,427.0,,,
6813ac34,Pablo Zabaleta,Pablo Zabaleta,100.0,201.0,,,
b2bc3b1f,Wilfried Zaha,Wilfried Zaha,100.0,929.0,,,
cc18ff4c,Mauro Zárate,Mauro Zárate,100.0,8.0,,,
9592289a,Simone Zaza,Simone Zaza,100.0,10.0,,,
a0606ae8,Ron-Robert Zieler,Ron-Robert Zieler,100.0,17.0,,,
ce4246f5,Kurt Zouma,Kurt Zouma,100.0,611.0,,,
06b34f37,Juan Zúñiga,Juan Zuñiga,91.0,38.0,,,
c5942695,Rolando Aarons,Rolando Aarons,100.0,5.0,,,
f586779e,Tammy Abraham,Tammy Abraham,100.0,308.0,,,
10b9fa99,Ethan Ampadu,Ethan Ampadu,100.0,45.0,,,
8816329f,Christian Atsu,Christian Atsu,100.0,170.0,,,
d5dd5f1f,Pierre-Emerick Aubameyang,Pierre-Emerick Aubameyang,100.0,697.0,,,
5c2b4f07,Serge Aurier,Serge Aurier,100.0,402.0,,,
59bf127b,Tiemoué Bakayoko,Tiemoué Bakayoko,100.0,77.0,,,
9d597f08,Sam Baldock,Sam Baldock,100.0,2.0,,,
ca9178af,Beni Baningime,Beni Baningime,100.0,7.0,,,
3ea50f67,Harvey Barnes,Harvey Barnes,100.0,636.0,,,
18e96f64,Kyle Bartley,Kyle Bartley,100.0,84.0,,,
cfe6238d,Moritz Bauer,Moritz Bauer,100.0,41.0,,,
4115ce4e,Jan Bednarek,Jan Bednarek,100.0,375.0,,,
7ca9f0f0,Muhamed Bešić,Muhamed Bešić,100.0,11.0,,,
d328a254,Philip Billing,Philip Billing,100.0,338.0,,,
fe012aca,Jeremie Boga,Jeremie Boga,100.0,1.0,,,
cfd5e123,Gaëtan Bong,Gaëtan Bong,100.0,114.0,,,
bf54c8cc,Izzy Brown,Isaiah Brown,64.0,16.0,1.0,,
78803d03,Bruno,Bruno Saltor Grau,100.0,130.0,,,
f631c17f,Oliver Burke,Oliver Burke,100.0,69.0,,,
38aefb74,Tyrese Campbell,Tyrese Campbell,100.0,4.0,,,
7527558b,André Carrillo,André Carrillo,100.0,64.0,,,
8f898ba8,Guido Carrillo,Guido Carrillo,100.0,15.0,,,
7d2d3329,Hamza Choudhury,Hamza Choudhury,100.0,90.0,,,
1cb49278,Andreas Christensen,Andreas Christensen,100.0,265.0,,,
2b91cf8e,Ciaran Clark,Ciaran Clark,100.0,215.0,,,
9e53837d,Martin Cranie,Martin Cranie,100.0,2.0,,,
f6d7d690,Josh Cullen,Josh Cullen,100.0,57.0,,,
94b2001f,Danilo,Danilo Luiz da Silva,100.0,146.0,,,
cde3309f,Karl Darlow,Karl Darlow,100.0,133.0,,,
aa5859cb,Laurent Depoitre,Laurent Depoitre,100.0,128.0,,,
d07e3b41,Fousseni Diabaté,Fousseni Diabaté,100.0,22.0,,,
b7d082af,Mohamed Diamé,Mohamed Diamé,100.0,126.0,,,
407feb71,Brahim Díaz,Brahim Diaz,91.0,5.0,,,
6fd8a334,Aleksandar Dragović,Aleksandar Dragovic,95.0,28.0,,,
3a949a25,Martin Dúbravka,Martin Dubravka,93.0,552.0,,,
7314bba4,Shane Duffy,Shane Duffy,100.0,311.0,,,
3fe6bd8c,Paul Dummett,Paul Dummett,100.0,214.0,,,
282f75f3,Lewis Dunk,Lewis Dunk,100.0,737.0,,,
3bb7b8b4,Ederson,Ederson Santana de Moraes,90.0,995.0,,,
1b780599,Tom Edwards,Thomas Edwards,88.0,6.0,1.0,,
b1b25949,Rob Elliot,Robert Elliot,87.0,57.0,1.0,,
51a3caf1,Patrice Evra,Patrice Evra,100.0,2.0,,,
e5d01ecf,Kiko Femenía,Francisco Femenía Far,86.0,238.0,1.0,,
ed1e53f3,Phil Foden,Phil Foden,100.0,720.0,,,
bd1d1cbb,Jesús Gámez,Jesús Gámez Duarte,90.0,9.0,,,
e58a03c6,Dwight Gayle,Dwight Gayle,100.0,190.0,,,
63d17038,Paulo Gazzaniga,Paulo Gazzaniga,100.0,80.0,,,
56f6f826,Connor Goldson,Connor Goldson,100.0,6.0,,,
7a11550b,Joe Gomez,Joe Gomez,100.0,406.0,,,
8aec0537,Pascal Groß,Pascal Groß,100.0,830.0,,,
9aa186b2,Florent Hadergjonaj,Florent Hadergjonaj,100.0,101.0,,,
5167c97e,Massadio Haïdara,Massadio Haidara,94.0,1.0,,,
d822a850,Ben Hamer,Ben Hamer,100.0,18.0,,,
3c066877,Rekeem Harper,Rekeem Harper,100.0,3.0,,,
cb4f24c6,Joe Hart,Joe Hart,100.0,128.0,,,
c951a6df,Isaac Hayden,Isaac Hayden,100.0,251.0,,,
