fbref_id,fbref_name,fpl_name,fuzzy_score,total_points,review,duplicated,missing_matchlogs
cf15bbb1,Steven Davis,Steven Davis,100.0,157.0,,,
3e9e06cb,Craig Dawson,Craig Dawson,100.0,559.0,,,
4771114f,Michael Dawson,Michael Dawson,100.0,46.0,,,
e46012d4,Kevin De Bruyne,Kevin De Bruyne,100.0,1322.0,,,
92232aad,Mathieu Debuchy,Mathieu Debuchy,100.0,1.0,,,
82e34b69,Troy Deeney,Troy Deeney,100.0,430.0,,,
f1e8372d,Jermain Defoe,Jermain Defoe,100.0,230.0,,,
73489527,Steven Defour,Steven Defour,100.0,126.0,,,
210d9ecb,Damien Delaney,Damien Delaney,100.0,52.0,,,
111c3236,Fabian Delph,Fabian Delph,100.0,147.0,,,
f7ee69fb,Mousa Dembélé,Mousa Dembélé,100.0,142.0,,,
47af88b8,Jason Denayer,Jason Denayer,100.0,56.0,,,
25f50295,Mike van der Hoorn,Mike van der Hoorn,100.0,90.0,,,
39583cfd,Gerard Deulofeu,Gerard Deulofeu,100.0,259.0,,,
ac861941,Eric Dier,Eric Dier,100.0,577.0,,,
336dbcb2,Adama Diomande,Adama Diomande,100.0,42.0,,,
083525e5,Papy Djilobodji,Papy Djilobodji,100.0,24.0,,,
02b29014,Abdoulaye Doucouré,Abdoulaye Doucouré,100.0,764.0,,,
b13c4620,Stewart Downing,Stewart Downing,100.0,77.0,,,
2649ff32,Danny Drinkwater,Daniel Drinkwater,100.0,99.0,,,
6dfd5af0,Nathan Dyer,Nathan Dyer,100.0,53.0,,,
a801669e,Ovie Ejaria,Oviemuno Ejaria,85.0,2.0,1.0,,
4f56170e,Omar Elabdellaoui,Omar Elabdellaoui,100.0,13.0,,,
0878b548,Andrew Eleftheriou,Andrew Eleftheriou,100.0,0.0,,,
615ef733,Ahmed Elmohamady,Ahmed El Mohamady,97.0,134.0,,,
47a34c4f,Mohamed Elneny,Mohamed Elneny,100.0,147.0,,,
980522ec,Christian Eriksen,Christian Eriksen,100.0,814.0,,,
4242011c,Bernardo Espinosa,Bernardo Espinosa Zúñiga,95.0,35.0,,,
f8fcd2a5,Jonny Evans,Jonny Evans,100.0,575.0,,,
9328b835,Łukasz Fabiański,Lukasz Fabianski,88.0,919.0,1.0,,
bc7b4580,Fábio,Fabio Pereira da Silva,100.0,58.0,,,
33508c78,Cesc Fàbregas,Cesc Fàbregas,100.0,216.0,,,
e5ea8be7,Adam Federici,Adam Federici,100.0,8.0,,,
691f64f5,Sofiane Feghouli,Sofiane Feghouli,100.0,55.0,,,
87575fd9,Marouane Fellaini,Marouane Fellaini,100.0,121.0,,,
3cefa66a,Leroy Fer,Leroy Fer,100.0,136.0,,,
3bb625ac,Edimilson Fernandes,Edimilson Fernandes,100.0,67.0,,,
f25b010f,Federico Fernández,Federico Fernández,100.0,361.0,,,
101da2b5,Fernandinho,Fernando Luiz Rosa,100.0,442.0,,,
41f32541,Fernando,Fernando Francisco Reges,90.0,18.0,,,
bd8a7d05,Sam Field,Sam Field,100.0,35.0,,,
4c370d81,Roberto Firmino,Roberto Firmino,100.0,983.0,,,
b5920350,Viktor Fischer,Viktor Fischer,100.0,25.0,,,
148d4105,Mathieu Flamini,Mathieu Flamini,100.0,12.0,,,
f2428fd4,Jon Flanagan,Jon Flanagan,100.0,9.0,,,
eeb6551f,Ashley Fletcher,Ashley Fletcher,100.0,19.0,,,
184e4970,Darren Fletcher,Darren Fletcher,100.0,170.0,,,
a7b41270,Michael Folivi,Michael Folivi,100.0,1.0,,,
90f87966,José Fonte,Jose Fonte,90.0,132.0,,,
9f1938ab,Adam Forshaw,Adam Forshaw,100.0,131.0,,,
c3e39f12,Fraser Forster,Fraser Forster,100.0,336.0,,,
d0b3ceb9,Ben Foster,Ben Foster,100.0,583.0,,,
a9142dc3,Timothy Fosu-Mensah,Timothy Fosu-Mensah,100.0,69.0,,,
1e0b6a73,Simon Francis,Simon Francis,100.0,201.0,,,
d56543a0,Ryan Fraser,Ryan Fraser,100.0,579.0,,,
4f97147d,George Friend,George Friend,100.0,59.0,,,
f58d6213,Zeki Fryers,Ezekiel Fryers,88.0,9.0,1.0,,
a67a09fb,Christian Fuchs,Christian Fuchs,100.0,214.0,,,
434ad289,Jay Fulton,Jay Fulton,100.0,20.0,,,
89cbc961,Ramiro Funes Mori,Ramiro Funes Mori,100.0,72.0,,,
8f866fe8,Manolo Gabbiadini,Manolo Gabbiadini,100.0,127.0,,,
321506b3,Brendan Galloway,Brendan Galloway,100.0,9.0,,,
72c812f3,Idrissa Gana Gueye,Idrissa Gueye,95.0,371.0,,,
a10361d2,Aleix García,Aleix García Serrano,90.0,4.0,,,
1117b9ff,Craig Gardner,Craig Gardner,100.0,14.0,,,
7ba6d84e,David de Gea,David De Gea Quintana,100.0,955.0,,,
822b3ef9,Rudy Gestede,Rudy Gestede,100.0,21.0,,,
46ee5234,Kieran Gibbs,Kieran Gibbs,100.0,136.0,,,
bcfb0142,Ben Gibson,Ben Gibson,100.0,180.0,,,
f0e72e1c,Darron Gibson,Darron Gibson,100.0,17.0,,,
16ceb862,Olivier Giroud,Olivier Giroud,100.0,363.0,,,
0db918ff,Shay Given,Shay Given,100.0,13.0,,,
67dbadfc,Evandro Goebel,Evandro Goebel,100.0,18.0,,,
645a3363,Angel Gomes,Angel Gomes,100.0,5.0,,,
d596e193,Heurelho Gomes,Heurelho Gomes,100.0,177.0,,,
1ea00b03,Lynden Gooch,Lynden Gooch,100.0,12.0,,,
7fec31a0,Dan Gosling,Dan Gosling,100.0,227.0,,,
1a857282,Lewis Grabban,Lewis Grabban,100.0,6.0,,,
c5a500ca,Max Gradel,Max Gradel,100.0,8.0,,,
9dab6e3b,Lee Grant,Lee Grant,100.0,111.0,,,
c24dba2a,Andre Gray,Andre Gray,100.0,309.0,,,
4468ec10,Demarai Gray,Demarai Gray,100.0,464.0,,,
81d8091f,Kamil Grosicki,Kamil Grosicki,100.0,51.0,,,
8b8e759d,Marko Grujić,Marko Grujic,92.0,7.0,,,
f75825e3,Adlène Guedioura,Adlène Guédioura,94.0,26.0,,,
819b3158,İlkay Gündoğan,Ilkay Gündogan,93.0,714.0,,,
d899e3bf,Brad Guzan,Bradley Guzan,87.0,36.0,1.0,,
00e1cf8f,Josh Harrop,Joshua Harrop,92.0,8.0,,,
a39bb753,Eden Hazard,Eden Hazard,100.0,635.0,,,
a6de6361,Tom Heaton,Tom Heaton,100.0,274.0,,,
935e6b8f,Jordan Henderson,Jordan Henderson,100.0,575.0,,,
989d5705,Jeff Hendrick,Jeff Hendrick,100.0,361.0,,,
76eca7e2,Wayne Hennessey,Wayne Hennessey,100.0,277.0,,,
26acecd2,Markus Henriksen,Markus Henriksen,100.0,20.0,,,
a36da810,Abel Hernández,Abel Hernández,100.0,72.0,,,
02d2c436,Luis Hernández,Luis Hernández,100.0,3.0,,,
436a9dd0,Ander Herrera,Ander Herrera,100.0,203.0,,,
92e7e919,Son Heung-min,Son Heung-min,100.0,1520.0,,,
d79a8c87,Rob Holding,Rob Holding,100.0,254.0,,,
12aa7661,José Holebas,José Holebas,100.0,273.0,,,
d0042ab9,Mason Holgate,Mason Holgate,100.0,325.0,,,
84afeaff,George Honeyman,George Honeyman,100.0,7.0,,,
464cbbc9,Tom Huddlestone,Tom Huddlestone,100.0,62.0,,,
33e2d513,James Husband,James Husband,100.0,0.0,,,
0bd1ea64,Robert Huth,Robert Huth,100.0,88.0,,,
8b04d6c1,Pierre Højbjerg,Pierre-Emile Højbjerg,95.0,613.0,,,
9f736ed2,Jordon Ibe,Jordon Ibe,100.0,156.0,,,
885b7aa7,Didier Ibrahim Ndong,Didier Ndong,86.0,67.0,1.0,,
4cde5509,Zlatan Ibrahimović,Zlatan Ibrahimovic,94.0,168.0,,,
03622183,Odion Ighalo,Odion Ighalo,100.0,51.0,,,
c92e1a31,Kelechi Iheanacho,Kelechi Iheanacho,100.0,500.0,,,
b86fe156,Giannelli Imbula,Giannelli Imbula,100.0,24.0,,,
85f8571a,Branislav Ivanović,Branislav Ivanovic,94.0,43.0,,,
6ca5ec4b,Alex Iwobi,Alex Iwobi,100.0,696.0,,,
3233eefd,Phil Jagielka,Phil Jagielka,100.0,197.0,,,
1148323a,Eldin Jakupović,Eldin Jakupovic,93.0,90.0,,,
ebd0a048,Matty James,Matty James,100.0,28.0,,,
45da6694,Daryl Janmaat,Daryl Janmaat,100.0,195.0,,,
31dce0c8,Vincent Janssen,Vincent Janssen,100.0,59.0,,,
4737cebe,Adnan Januzaj,Adnan Januzaj,100.0,49.0,,,
22fd2214,Mile Jedinak,Mile Jedinak,100.0,2.0,,,
874125a3,Carl Jenkinson,Carl Jenkinson,100.0,6.0,,,
b66315ae,Gabriel Jesus,Gabriel Fernando de Jesus,100.0,861.0,,,
8cceca90,Glen Johnson,Glen Johnson,100.0,61.0,,,
aa3cb1ad,Billy Jones,Billy Jones,100.0,56.0,,,
2f0edbe7,David Jones,David Jones,100.0,1.0,,,
def899bd,Phil Jones,Phil Jones,100.0,220.0,,,
3943a06f,Lukas Jutkiewicz,Lukas Jutkiewicz,100.0,2.0,,,
914ab9a1,Christian Kabasele,Christian Kabasele,100.0,233.0,,,
3680d723,Younès Kaboul,Younes Kaboul,92.0,64.0,,,
fc166e49,Sullay Kaikai,Sullay Kaikai,100.0,2.0,,,
21a66f6a,Harry Kane,Harry Kane,100.0,1456.0,,,
b9fbae28,N'Golo Kanté,N'Golo Kanté,100.0,516.0,,,
32e7ce92,Loris Karius,Loris Karius,100.0,121.0,,,
c5b7c315,Michael Keane,Michael Keane,100.0,699.0,,,
fc7f8f87,Will Keane,Will Keane,100.0,8.0,,,
d7492450,Martin Kelly,Martin Kelly,100.0,171.0,,,
5eebbfdf,Kenedy,Robert Kenedy Nunes do Nascimento,90.0,108.0,,,
099e666f,Jonjoe Kenny,Jonjoe Kenny,100.0,96.0,,,
2677a1de,Wahbi Khazri,Wahbi Khazri,100.0,31.0,,,
26e5c484,Michael Kightly,Michael Kightly,100.0,6.0,,,
d790907f,Andy King,Andy King,100.0,92.0,,,
43458538,Joshua King,Joshua King,100.0,626.0,,,
488cc9c7,Stephen Kingsley,Stephen Kingsley,100.0,29.0,,,
a14d04e3,Jan Kirchhoff,Jan Kirchhoff,100.0,12.0,,,
008a6e6d,Ragnar Klavan,Ragnar Klavan,100.0,121.0,,,
eda40760,Aleksandar Kolarov,Aleksandar Kolarov,100.0,95.0,,,
d2bff301,Vincent Kompany,Vincent Kompany,100.0,175.0,,,
f9a72ca4,Arouna Koné,Arouna Koné,100.0,6.0,,,
a46472d0,Lamine Koné,Lamine Koné,100.0,69.0,,,
f5efb153,Laurent Koscielny,Laurent Koscielny,100.0,283.0,,,
8d3c902d,Cheikhou Kouyaté,Cheikhou Kouyaté,100.0,522.0,,,
9fa0a0b8,Bojan Krkić,Bojan Krkic Perez,86.0,32.0,1.0,,
99813635,Adam Lallana,Adam Lallana,100.0,380.0,,,
495de82c,Rickie Lambert,Rickie Lambert,100.0,1.0,,,
abe66106,Érik Lamela,Erik Lamela,91.0,243.0,,,
26f6dca8,Manuel Lanzini,Manuel Lanzini,100.0,457.0,,,
b26efc36,Sebastian Larsson,Sebastian Larsson,100.0,40.0,,,
516f7fc1,Grant Leadbitter,Grant Leadbitter,100.0,28.0,,,
c221f149,Joe Ledley,Joe Ledley,100.0,40.0,,,
4c78b5ed,Lucas Leiva,Leiva Lucas,95.0,47.0,,,
76b5cbbd,Jonathan Leko,Jonathan Leko,100.0,12.0,,,
2ff964a0,Aaron Lennon,Aaron Lennon,100.0,203.0,,,
6f1721f0,Jeremain Lens,Jeremain Lens,100.0,2.0,,,
62393d3b,Joleon Lescott,Joleon Lescott,100.0,1.0,,,
5348fe7c,Filip Lesniak,Filip Lesniak,100.0,4.0,,,
810e3c74,Jesse Lingard,Jesse Lingard,100.0,466.0,,,
b98570d1,Jake Livermore,Jake Livermore,100.0,191.0,,,
82dbf623,Fernando Llorente,Fernando Llorente,100.0,209.0,,,
8f62b6ee,Hugo Lloris,Hugo Lloris,100.0,926.0,,,
e97fd090,Ruben Loftus-Cheek,Ruben Loftus-Cheek,100.0,338.0,,,
5a4280b1,Kevin Long,Kevin Long,100.0,118.0,,,
9f472354,Shane Long,Shane Long,100.0,269.0,,,
7c104bb7,Ademola Lookman,Ademola Lookman,100.0,243.0,,,
160599ed,Donald Love,Donald Love,100.0,21.0,,,
1a2935f6,Dejan Lovren,Dejan Lovren,100.0,297.0,,,
9a9c05db,Matthew Lowton,Matthew Lowton,100.0,429.0,,,
c0e27d1a,David Luiz,David Luiz Moreira Marinho,90.0,463.0,,,
5eae500a,Romelu Lukaku,Romelu Lukaku,100.0,585.0,,,
d8931174,Harry Maguire,Harry Maguire,100.0,708.0,,,
892d5bb1,Riyad Mahrez,Riyad Mahrez,100.0,998.0,,,
e3a5814e,Ainsley Maitland-Niles,Ainsley Maitland-Niles,100.0,219.0,,,
0558e236,Shaun Maloney,Shaun Maloney,100.0,24.0,,,
1d2d5cc8,Steve Mandanda,Steve Mandanda,100.0,19.0,,,
c691bfe2,Sadio Mané,Sadio Mané,100.0,1114.0,,,
c4173f1a,Vito Mannone,Vito Mannone,100.0,34.0,,,
758dd7f0,Javier Manquillo,Javier Manquillo Gaitán,95.0,275.0,,,
8aa5f52c,Adrian Mariappa,Adrian Mariappa,100.0,156.0,,,
723ba189,Lazar Marković,Lazar Markovic,93.0,38.0,,,
b3379356,Dean Marney,Dean Marney,100.0,51.0,,,
4d93d433,David Marshall,David Marshall,100.0,32.0,,,
8b788c01,Anthony Martial,Anthony Martial,100.0,722.0,,,
22551915,Cuco Martina,Cuco Martina,100.0,86.0,,,
7956236f,Emiliano Martínez,Emiliano Martínez Romero,95.0,606.0,,,
7bc34048,Bruno Martins Indi,Bruno Martins Indi,100.0,126.0,,,
1415840f,Brandon Mason,Brandon Mason,100.0,1.0,,,
c8fac933,Ryan Mason,Ryan Mason,100.0,26.0,,,
57df7a11,Arthur Masuaku,Arthur Masuaku,100.0,248.0,,,
29733c72,Juan Mata,Juan Mata,100.0,352.0,,,
eb7822d7,Nemanja Matić,Nemanja Matic,92.0,398.0,,,
b217ef29,Joël Matip,Joel Matip,90.0,569.0,,,
d368feb8,Alfie Mawson,Alfie Mawson,100.0,225.0,,,
d9847696,Dieumerci Mbokani,Dieumerci Mbokani,100.0,27.0,,,
cee31595,James McArthur,James McArthur,100.0,510.0,,,
ac7d7378,Gareth McAuley,Gareth McAuley,100.0,139.0,,,
78b8ac63,Oliver McBurnie,Oliver McBurnie,100.0,217.0,,,
64b08de7,James McCarthy,James McCarthy,100.0,97.0,,,
53538b39,James McClean,James McClean,100.0,97.0,,,
8ac454b5,Paddy McNair,Patrick McNair,69.0,12.0,1.0,,
b27b49b4,Sam McQueen,Sam McQueen,100.0,37.0,,,
d93c2511,Scott McTominay,Scott McTominay,100.0,422.0,,,
8df7a2fb,Ben Mee,Ben Mee,100.0,733.0,,,
8f696594,Memphis,Memphis Depay,90.0,3.0,,,
1598599e,Nampalys Mendy,Nampalys Mendy,100.0,170.0,,,
5be28712,Per Mertesacker,Per Mertesacker,100.0,17.0,,,
8ea6417a,David Meyler,David Meyler,100.0,33.0,,,
d436eb94,Simon Mignolet,Simon Mignolet,100.0,177.0,,,
2ce2508a,Luka Milivojević,Luka Milivojevic,94.0,538.0,,,
2f90f6b8,James Milner,James Milner,100.0,518.0,,,
8397a50c,Tyrone Mings,Tyrone Mings,100.0,478.0,,,
aa51343f,Kevin Mirallas,Kevin Mirallas,100.0,124.0,,,
c286f3c2,Demetri Mitchell,Demetri Mitchell,100.0,8.0,,,
dd0daf32,Henrikh Mkhitaryan,Henrikh Mkhitaryan,100.0,282.0,,,
d4cb83cc,Nacho Monreal,Nacho Monreal,100.0,332.0,,,
fa6561bf,Jefferson Montero,Jefferson Montero,100.0,18.0,,,
11b9265b,Alberto Moreno,Alberto Moreno,100.0,71.0,,,
80c31c97,Wes Morgan,Wes Morgan,100.0,222.0,,,
21a66e33,James Morrison,James Morrison,100.0,97.0,,,
e726e11e,Victor Moses,Victor Moses,100.0,238.0,,,
d9cfca3d,Lys Mousset,Lys Mousset,100.0,175.0,,,
4db76f57,Marc Muniesa,Marc Muniesa,100.0,34.0,,,
b7084daf,Ahmed Musa,Ahmed Musa,100.0,39.0,,,
3f2d59fe,Shkodran Mustafi,Shkodran Mustafi,100.0,325.0,,,
37c408cc,Jordon Mutch,Jordon Mutch,100.0,4.0,,,
7789bf63,Alfred N'Diaye,Alfred N'Diaye,100.0,34.0,,,
76c131da,Georges-Kévin N'Koudou,Georges-Kévin Nkoudou,98.0,24.0,,,
977ffc24,Luciano Narsingh,Luciano Narsingh,100.0,55.0,,,
165bed61,Samir Nasri,Samir Nasri,100.0,15.0,,,
e860c42f,Kyle Naughton,Kyle Naughton,100.0,183.0,,,
3f10bd22,Jesús Navas,Jesús Navas,100.0,48.0,,,
6b47c5db,Wilfred Ndidi,Wilfred Ndidi,100.0,472.0,,,
63b0ca6b,Álvaro Negredo,Álvaro Negredo,100.0,130.0,,,
87449a74,Julien Ngoy,Julien Ngoy,100.0,6.0,,,
2054d037,M'Baye Niang,M'Baye Niang,100.0,49.0,,,
af721f98,Oumar Niasse,Oumar Niasse,100.0,160.0,,,
ff527768,Mark Noble,Mark Noble,100.0,405.0,,,
b2d0ec1b,Nolito,Manuel Agudo Durán,100.0,54.0,,,
78549904,Kristoffer Nordfeldt,Kristoffer Nordfeldt,100.0,3.0,,,
6cafd68d,Håvard Nordtveit,Håvard Nordtveit,100.0,39.0,,,
1c9bc4fa,Emilio Nsue,Emilio Nsue Lopez,90.0,10.0,,,
f9b5e5bd,David Nugent,David Nugent,100.0,4.0,,,
97572117,Allan Nyom,Allan-Roméo Nyom,100.0,144.0,,,
c7aee75b,Aiden O'Neill,Aiden O'Neill,100.0,3.0,,,
7c1f4685,John O'Shea,John O'Shea,100.0,47.0,,,
ba1e04b3,Pedro Obiang,Pedro Obiang,100.0,152.0,,,
74b2cd7e,Angelo Ogbonna,Angelo Ogbonna,100.0,452.0,,,
601ef102,Stefano Okaka,Stefano Okaka,100.0,68.0,,,
68796d61,Shinji Okazaki,Shinji Okazaki,100.0,164.0,,,
48844a9b,Jonas Olsson,Jonas Olsson,100.0,8.0,,,
2f72f79e,Martin Olsson,Martin Olsson,100.0,141.0,,,
6612cd8c,Josh Onomah,Josh Onomah,100.0,20.0,,,
43a166b4,Divock Origi,Divock Origi,100.0,251.0,,,
57fe98dd,Oscar,Oscar dos Santos Emboaba Junior,100.0,17.0,,,
82b1198a,David Ospina,David Ospina,100.0,21.0,,,
0d267745,Nicolás Otamendi,Nicolás Otamendi,100.0,408.0,,,
31faf295,Bryan Oviedo,Bryan Oviedo,100.0,29.0,,,
38c7feef,Alex Oxlade-Chamberlain,Alex Oxlade-Chamberlain,100.0,338.0,,,
16380240,Mesut Özil,Mesut Özil,100.0,421.0,,,
d24e154c,Costel Pantilimon,Costel Pantilimon,100.0,2.0,,,
b7ca5c51,Gabriel Paulista,Gabriel Armando de Abreu,100.0,45.0,,,
58ae47b2,Dimitri Payet,Dimitri Payet,100.0,81.0,,,
3ca7254a,Pedro,Pedro Rodríguez Ledesma,100.0,387.0,,,
0ff967f7,Matthew Pennington,Matthew Pennington,100.0,9.0,,,
8aab04dc,Dion Pereira,Dion Pereira,100.0,2.0,,,
75f2c59f,Roberto Pereyra,Roberto Pereyra,100.0,306.0,,,
a300ac7e,Lucas Pérez,Lucas Pérez,100.0,53.0,,,
7bb5f40e,Matt Phillips,Matt Phillips,100.0,265.0,,,
4806ec67,Jordan Pickford,Jordan Pickford,100.0,1023.0,,,
a634b9d2,Jérémy Pied,Jérémy Pied,100.0,12.0,,,
8056f6e6,Steven Pienaar,Steven Pienaar,100.0,15.0,,,
1ef37668,Erik Pieters,Erik Pieters,100.0,338.0,,,
867239d3,Paul Pogba,Paul Pogba,100.0,640.0,,,
f5e6d08d,Sebastian Prödl,Sebastian Prödl,100.0,111.0,,,
9aacb284,Marc Pugh,Marc Pugh,100.0,96.0,,,
fd3f57ce,Jason Puncheon,Jason Puncheon,100.0,118.0,,,
2c851997,Gastón Ramírez,Gastón Ramírez,100.0,59.0,,,
ef619b0b,Aaron Ramsey,Aaron Ramsey,100.0,277.0,,,
6385ebfb,Darren Randolph,Darren Randolph,100.0,82.0,,,
93ee387c,Àngel Rangel,Angel Rangel,92.0,30.0,,,
539230cf,Andrea Ranocchia,Andrea Ranocchia,100.0,55.0,,,
a1d5bd30,Marcus Rashford,Marcus Rashford,100.0,1033.0,,,
ab651565,Nathan Redmond,Nathan Redmond,100.0,600.0,,,
803ae100,Harrison Reed,Harrison Reed,100.0,222.0,,,
562eed5c,Winston Reid,Winston Reid,100.0,144.0,,,
5c2da10f,Loïc Rémy,Loïc Remy,89.0,6.0,1.0,,
3b8b641c,Jordan Rhodes,Jordan Rhodes,100.0,8.0,,,
1c7012b8,Declan Rice,Declan Rice,100.0,697.0,,,
2e4f5f03,Andrew Robertson,Andrew Robertson,100.0,1114.0,,,
3515ba56,Paul Robinson,Paul Robinson,100.0,5.0,,,
cda0b317,Joel Robles,Joel Robles,100.0,96.0,,,
fb2dec57,Hal Robson-Kanu,Hal Robson-Kanu,100.0,114.0,,,
4ab53cdb,Jay Rodriguez,Jay Rodriguez,100.0,436.0,,,
a07579ee,Jack Rodwell,Jack Rodwell,100.0,39.0,,,
e0991c04,Marcos Rojo,Marcos Rojo,100.0,105.0,,,
1e26e376,Sergio Romero,Sergio Romero,100.0,30.0,,,
4b511457,Oriol Romeu,Oriol Romeu Vidal,90.0,396.0,,,
b318a643,Salomón Rondón,Salomón Rondón,100.0,406.0,,,
2a1beb34,Marten de Roon,Marten de Roon,100.0,91.0,,,
f07be45a,Wayne Rooney,Wayne Rooney,100.0,189.0,,,
89d10e53,Danny Rose,Danny Rose,100.0,248.0,,,
1d387eee,Wayne Routledge,Wayne Routledge,100.0,91.0,,,
6ef56efd,Bacary Sagna,Bacary Sagna,100.0,55.0,,,
57c433c8,Diafra Sakho,Diafra Sakho,100.0,36.0,,,
87935cf3,Mamadou Sakho,Mamadou Sakho,100.0,219.0,,,
381d7d54,Bakary Sako,Bakary Sako,100.0,47.0,,,
2c0f8e9e,Alexis Sánchez,Alexis Sánchez,100.0,463.0,,,
2b114be3,Leroy Sané,Leroy Sané,100.0,441.0,,,
3312f911,Jeffrey Schlupp,Jeffrey Schlupp,100.0,544.0,,,
53af52f3,Kasper Schmeichel,Kasper Schmeichel,100.0,767.0,,,
51b41c5c,Morgan Schneiderlin,Morgan Schneiderlin,100.0,135.0,,,
6421ec64,Xherdan Shaqiri,Xherdan Shaqiri,100.0,364.0,,,
9c94165b,Luke Shaw,Luke Shaw,100.0,576.0,,,
285a3d44,Ryan Shawcross,Ryan Shawcross,100.0,161.0,,,
76dd1480,Gylfi Sigurðsson,Gylfi Sigurdsson,94.0,676.0,,,
e2716bd0,David Silva,David Silva,100.0,581.0,,,
3201b03d,Danny Simpson,Danny Simpson,100.0,152.0,,,
6d6f09dc,Josh Sims,Josh Sims,100.0,31.0,,,
1695c659,Jerome Sinclair,Jerome Sinclair,100.0,10.0,,,
2acd49b9,Moussa Sissoko,Moussa Sissoko,100.0,375.0,,,
ffec9769,Islam Slimani,Islam Slimani,100.0,109.0,,,
b6964eb6,Chris Smalling,Chris Smalling,100.0,231.0,,,
20b104bc,Adam Smith,Adam Smith,100.0,427.0,,,
c76c717c,Brad Smith,Bradley Smith,87.0,4.0,1.0,,
9f4647e9,Robert Snodgrass,Robert Snodgrass,100.0,319.0,,,
839c14e1,Cédric Soares,Cédric Alves Soares,95.0,389.0,,,
98be0d02,Ramadan Sobhi,Ramadan Sobhi,100.0,91.0,,,
46b5375e,Pape Souaré,Pape Souaré,100.0,8.0,,,
6992791d,Junior Stanislas,Junior Stanislas,100.0,284.0,,,
fefce889,Maarten Stekelenburg,Maarten Stekelenburg,100.0,68.0,,,
6adbc307,Jack Stephens,Jack Stephens,100.0,338.0,,,
b400bde0,Raheem Sterling,Raheem Sterling,100.0,1342.0,,,
ff674795,Kevin Stewart,Kevin Stewart,100.0,4.0,,,
5eecec3d,John Stones,John Stones,100.0,590.0,,,
220c11f1,Cristhian Stuani,Cristhian Stuani,100.0,54.0,,,
1b7ec703,Daniel Sturridge,Daniel Sturridge,100.0,120.0,,,
f573a8bf,Isaac Success,Isaac Success Ajayi,100.0,74.0,,,
1d8c99b0,Ki Sung-yueng,Sung-yueng Ki,95.0,156.0,,,
7d41b619,Andrew Surman,Andrew Surman,100.0,168.0,,,
2475dcc6,Dušan Tadić,Dusan Tadic,82.0,230.0,1.0,,
e514ab62,Matt Targett,Matt Targett,100.0,406.0,,,
15ea812b,James Tarkowski,James Tarkowski,100.0,770.0,,,
c2f9d19f,Neil Taylor,Neil Taylor,100.0,43.0,,,
68517cfd,John Terry,John Terry,100.0,21.0,,,
e7ca0439,James Tomkins,James Tomkins,100.0,353.0,,,
51960957,Gökhan Töre,Gökhan Töre,100.0,10.0,,,
c204f844,Yaya Touré,Gnegneri Yaya Touré,90.0,102.0,,,
b28bbd58,Andros Townsend,Andros Townsend,100.0,640.0,,,
9a28eba4,Adama Traoré,Adama Traoré,100.0,455.0,,,
21512407,Kieran Trippier,Kieran Trippier,100.0,616.0,,,
2baec6ce,Axel Tuanzebe,Axel Tuanzebe,100.0,43.0,,,
efe6f6ac,Josh Tymon,Josh Tymon,100.0,9.0,,,
eed56f6c,Leonardo Ulloa,Leonardo Ulloa,100.0,44.0,,,
e029e404,Víctor Valdés,Víctor Valdés,100.0,102.0,,,
08aa17d0,Antonio Valencia,Antonio Valencia,100.0,283.0,,,
fb485406,Enner Valencia,Enner Valencia,100.0,54.0,,,
e06683ca,Virgil van Dijk,Virgil van Dijk,100.0,974.0,,,
45963054,Jamie Vardy,Jamie Vardy,100.0,1130.0,,,
ba23a904,Jan Vertonghen,Jan Vertonghen,100.0,393.0,,,
1d6ac165,Sam Vokes,Sam Vokes,100.0,232.0,,,
1bebde9d,Michel Vorm,Michel Vorm,100.0,25.0,,,
0d4ceb32,Matěj Vydra,Matej Vydra,91.0,169.0,,,
1ecb65be,Theo Walcott,Theo Walcott,100.0,485.0,,,
86dd77d1,Kyle Walker,Kyle Walker,100.0,897.0,,,
0356cf4f,Jonathan Walters,Jonathan Walters,100.0,75.0,,,
e0900238,Victor Wanyama,Victor Wanyama,100.0,160.0,,,
8a7ff278,Joel Ward,Joel Ward,100.0,487.0,,,
3831b9fe,Stephen Ward,Stephen Ward,100.0,200.0,,,
3515d404,James Ward-Prowse,James Ward-Prowse,100.0,980.0,,,
24249219,Marcin Wasilewski,Marcin Wasilewski,100.0,1.0,,,
2b2bae51,Duncan Watmore,Duncan Watmore,100.0,43.0,,,
df540668,Ben Watson,Ben Watson,100.0,13.0,,,
ce5143da,Danny Welbeck,Danny Welbeck,100.0,502.0,,,
495945ef,Ashley Westwood,Ashley Westwood,100.0,452.0,,,
d5bd56a5,Glenn Whelan,Glenn Whelan,100.0,62.0,,,
41cc19c2,Connor Wickham,Connor Wickham,100.0,42.0,,,
eb58eef0,Georginio Wijnaldum,Georginio Wijnaldum,100.0,546.0,,,
a498e276,Ashley Williams,Ashley Williams,100.0,183.0,,,
8b9ebd03,Willian,Willian Borges da Silva,90.0,807.0,,,
9c318325,Jack Wilshere,Jack Wilshere,100.0,132.0,,,
c596fcb0,Callum Wilson,Callum Wilson,100.0,883.0,,,
c325c010,Marc Wilson,Marc Wilson,100.0,0.0,,,
faf55ce4,Kevin Wimmer,Kevin Wimmer,100.0,21.0,,,
2f7acede,Harry Winks,Harry Winks,100.0,218.0,,,
