season,fbref_name,fpl_name,fuzzy_score
2018-2019,,Alfie Whiteman,
2018-2019,Grady Diangana,Grady Diangana,100.0
2018-2019,,Emiliano Martínez,
2018-2019,Oliver Skipp,Oliver Skipp,100.0
2018-2019,Steven Davis,Zeze Steven Sessegnon,86.0
2018-2019,Steven Defour,Zeze Steven Sessegnon,86.0
2018-2019,Ryan Sessegnon,Zeze Steven Sessegnon,86.0
2018-2019,Ben Wilmot,Ben Wilmot,100.0
2018-2019,Divock Origi,Divock Origi,100.0
2018-2019,Adam Smith,Emile Smith-Rowe,86.0
2018-2019,,Zech Medley,
2018-2019,,Conor Coventry,
2018-2019,,Joe Powell,
2018-2019,Juan Foyth,Juan Foyth,100.0
2018-2019,Michael Obafemi,Michael Obafemi,100.0
2018-2019,Eddie Nketiah,Edward Nketiah,81.0
2018-2019,,Viktor Gyokeres,
2018-2019,Fred,Frederick Woodman,90.0
2018-2019,,Adalberto Peñaranda,
2018-2019,Ryan Babel,Ryan John Giles,86.0
2018-2019,John Ruddy,Ryan John Giles,86.0
2018-2019,Yan Valery,Yan Valery,100.0
2018-2019,Valery,Yan Valery,90.0
2018-2019,,Josh Knight,
2018-2019,Rafael Camacho,Rafael Camacho,100.0
2018-2019,Morgan Gibbs-White,Ben White,86.0
2018-2019,Hélder Costa,Alexandre Nascimento Costa Silva,86.0
2018-2019,Alexandre Lacazette,Alexandre Nascimento Costa Silva,86.0
2018-2019,,Timothy Eyoma,
2018-2019,Tyreke Johnson,Tyreke Johnson,100.0
2018-2019,,Abd-Al-Ali Morakinyo Olaposi Koiki,
2018-2019,Bukayo Saka,Bukayo Saka,100.0
2018-2019,Kayne Ramsey,Kayne Ramsay,92.0
2018-2019,Angel Gomes,Angel Gomes,100.0
2018-2019,Joe Willock,Joseph Willock,88.0
2018-2019,Max Kilman,Max Kilman,100.0
2018-2019,Callum Slattery,Callum Slattery,100.0
2018-2019,Samir Nasri,Samir Nasri,100.0
2018-2019,Harvey Barnes,Harvey Barnes,100.0
2018-2019,,Max Sanders,
2018-2019,Rhys Healey,Rhys Healey,100.0
2018-2019,Sam Gallagher,Sam Gallagher,100.0
2018-2019,,Callum Roberts,
2018-2019,,Joe Tupper,
2018-2019,,Kazaiah Sterling,
2018-2019,Ryan Babel,Ryan Babel,100.0
2018-2019,Ryan Fredericks,Ryan Babel,86.0
2018-2019,Carl Jenkinson,Carl Jenkinson,100.0
2018-2019,Chris Mepham,Chris Mepham,100.0
2018-2019,,Dan Burn,
2018-2019,Gonzalo Higuaín,Gonzalo Higuaín,100.0
2018-2019,,Josh Benson,
2018-2019,,Alfie Jones,
2018-2019,Antonio Barreca,Antonio Barreca,100.0
2018-2019,,Cameron John,
2018-2019,,Curtis Jones,
2018-2019,Denis Suárez,Denis Suárez,100.0
2018-2019,Håvard Nordtveit,Håvard Nordtveit,100.0
2018-2019,Karlan Grant,Karlan Grant,100.0
2018-2019,Lazar Marković,Lazar Markovic,93.0
2018-2019,Leandro Bacuna,Leandro Bacuna,100.0
2018-2019,,Lucas Perri,
2018-2019,Michy Batshuayi,Michy Batshuayi,100.0
2018-2019,Miguel Almirón,Miguel Almirón,100.0
2018-2019,Peter Crouch,Peter Crouch,100.0
2018-2019,Youri Tielemans,Youri Tielemans,100.0
2018-2019,Joel Coleman,Joel Coleman,100.0
2018-2019,Kyle Walker-Peters,Kyle Taylor,86.0
2018-2019,Sam Surridge,Sam Surridge,100.0
2018-2019,Çağlar Söyüncü,Çaglar Söyüncü,93.0
2018-2019,Ben Johnson,Ben Johnson,100.0
2018-2019,Ben Mee,Ben Johnson,86.0
2018-2019,Demeaco Duhaney,Demeaco Duhaney,100.0
2018-2019,James Garner,James Garner,100.0
2018-2019,,Philippe Sandler,
2018-2019,Tahith Chong,Tahith Chong,100.0
2018-2019,Matty Daly,Matthew Daly,82.0
2018-2019,Aaron Cresswell,Aaron Rowe,86.0
2018-2019,Aaron Rowe,Aaron Rowe,100.0
2018-2019,Aaron Wan-Bissaka,Aaron Rowe,86.0
2018-2019,Mason Greenwood,Mason Greenwood,100.0
2018-2019,,Sam Woods,
2018-2019,,George Marsh,
2018-2019,Harvey Elliott,Harvey Elliott,100.0
2018-2019,,Nathan Holland,
2018-2019,,Nnamdi Ofoborh,
2018-2019,Vincent Janssen,Vincent Janssen,100.0
2018-2019,Anthony Martial,Anthony Driscoll-Glennon,86.0
2018-2019,Mark Travers,Mark Travers,100.0
2018-2019,Marc Albrighton,Addji Keaninkin Marc-Israel Guehi,86.0
2018-2019,Marc Navarro,Addji Keaninkin Marc-Israel Guehi,86.0
2018-2019,,Jayson Molumby,
2018-2019,,Kelland Watts,
2018-2019,,Lewis Cass,
2018-2019,,Luca De La Torre,
2018-2019,Luke Dreher,Luke Dreher,100.0
2018-2019,,Matt Butcher,
2018-2019,,Nikola Tavares,
2019-2020,Aaron Cresswell,Aaron Cresswell,100.0
2019-2020,Aaron Mooy,Aaron Cresswell,86.0
2019-2020,Aaron Lennon,Aaron Lennon,100.0
2019-2020,Aaron Cresswell,Aaron Mooy,86.0
2019-2020,Aaron Mooy,Aaron Mooy,100.0
2019-2020,Aaron Wan-Bissaka,Aaron Mooy,86.0
2019-2020,Aaron Ramsdale,Aaron Ramsdale,100.0
2019-2020,Aaron Mooy,Aaron Wan-Bissaka,86.0
2019-2020,Aaron Wan-Bissaka,Aaron Wan-Bissaka,100.0
2019-2020,Abdoulaye Doucouré,Abdoulaye Doucouré,100.0
2019-2020,Adama Traoré,Adama Traoré,100.0
2019-2020,Adam Lallana,Adam Lallana,100.0
2019-2020,Adam Masina,Adam Masina,100.0
2019-2020,Adam Smith,Adam Smith,100.0
2019-2020,Emile Smith Rowe,Adam Smith,86.0
2019-2020,Adam Webster,Adam Webster,100.0
2019-2020,,Ademola Lookman,
2019-2020,Adrian Mariappa,Adrian Mariappa,100.0
2019-2020,Adrián,Adrián San Miguel del Castillo,90.0
2019-2020,Miguel Almirón,Adrián San Miguel del Castillo,86.0
2019-2020,Ahmed Elmohamady,Ahmed El Mohamady,97.0
2019-2020,Ainsley Maitland-Niles,Ainsley Maitland-Niles,100.0
2019-2020,Albian Ajeti,Albian Ajeti,100.0
2019-2020,Alexander Tettey,Alexander Tettey,100.0
2019-2020,Alexandre Lacazette,Alexandre Nascimento Costa Silva,86.0
2019-2020,Bernardo Silva,Alexandre Nascimento Costa Silva,86.0
2019-2020,David Silva,Alexandre Nascimento Costa Silva,86.0
2019-2020,Alexandre Lacazette,Alexandre Lacazette,100.0
2019-2020,,Alexis Sánchez,
2019-2020,Alex Iwobi,Alex Iwobi,100.0
2019-2020,Alex Oxlade-Chamberlain,Alex Iwobi,86.0
2019-2020,Alex McCarthy,Alex McCarthy,100.0
2019-2020,James McCarthy,Alex McCarthy,81.0
2019-2020,Alex Oxlade-Chamberlain,Alex McCarthy,86.0
2019-2020,Alex Iwobi,Alex Oxlade-Chamberlain,86.0
2019-2020,Alex McCarthy,Alex Oxlade-Chamberlain,86.0
2019-2020,Alex Oxlade-Chamberlain,Alex Oxlade-Chamberlain,100.0
2019-2020,Alireza Jahanbakhsh,Alireza Jahanbakhsh,100.0
2019-2020,Alisson,Alisson Ramses Becker,90.0
2019-2020,Allan Saint-Maximin,Allan Saint-Maximin,100.0
2019-2020,Andreas Christensen,Andreas Christensen,100.0
2019-2020,Andreas Pereira,Andreas Pereira,100.0
2019-2020,Andrew Robertson,Andrew Robertson,100.0
2019-2020,Andrew Surman,Andrew Surman,100.0
2019-2020,Andre Gray,Andre Gray,100.0
2019-2020,,Andre Green,
2019-2020,Andriy Yarmolenko,Andriy Yarmolenko,100.0
2019-2020,Andros Townsend,Andros Townsend,100.0
2019-2020,André Gomes,André Filipe Tavares Gomes,86.0
2019-2020,Angel Gomes,André Filipe Tavares Gomes,86.0
2019-2020,Andy Carroll,Andy Carroll,100.0
2019-2020,,Andy King,
2019-2020,Angelo Ogbonna,Angelo Ogbonna,100.0
2019-2020,Angel Gomes,Angel Gomes,100.0
2019-2020,Angus Gunn,Angus Gunn,100.0
2019-2020,,Anthony Knockaert,
2019-2020,Anthony Martial,Anthony Martial,100.0
2019-2020,Antonio Rüdiger,Antonio Rüdiger,100.0
2019-2020,Anwar El Ghazi,Anwar El Ghazi,100.0
2019-2020,Arnaut Groeneveld,Arnaut Danjuma Groeneveld,95.0
2019-2020,Arnaut Danjuma,Arnaut Danjuma Groeneveld,90.0
2019-2020,Arthur Masuaku,Arthur Masuaku,100.0
2019-2020,,Artur Boruc,
2019-2020,Ashley Barnes,Ashley Barnes,100.0
2019-2020,Ashley Westwood,Ashley Westwood,100.0
2019-2020,Ashley Young,Ashley Young,100.0
2019-2020,,Asmir Begovic,
2019-2020,Axel Tuanzebe,Axel Tuanzebe,100.0
2019-2020,Aymeric Laporte,Aymeric Laporte,100.0
2019-2020,Ayoze Pérez,Ayoze Pérez,100.0
2019-2020,,Bailey Peacock-Farrell,
2019-2020,Dele Alli,Bamidele Alli,82.0
2019-2020,Ben Chilwell,Benjamin Chilwell,83.0
2019-2020,Benjamin Mendy,Benjamin Mendy,100.0
2019-2020,Ben Davies,Ben Davies,100.0
2019-2020,Ben Foster,Ben Foster,100.0
2019-2020,,Ben Gibson,
2019-2020,Ben Godfrey,Ben Godfrey,100.0
2019-2020,Ben Mee,Ben Godfrey,86.0
2019-2020,Ben Johnson,Ben Johnson,100.0
2019-2020,Ben Mee,Ben Johnson,86.0
2019-2020,Ben Chilwell,Ben Mee,86.0
2019-2020,Ben Godfrey,Ben Mee,86.0
2019-2020,Ben Johnson,Ben Mee,86.0
2019-2020,Ben Mee,Ben Mee,100.0
2019-2020,Ben Osborn,Ben Osborn,100.0
2019-2020,,Beram Kayal,
2019-2020,Bernard,Bernardo Mota Veiga de Carvalho e Silva,90.0
2019-2020,Bernardo,Bernardo Mota Veiga de Carvalho e Silva,90.0
2019-2020,Kevin De Bruyne,Bernardo Mota Veiga de Carvalho e Silva,86.0
2019-2020,David de Gea,Bernardo Mota Veiga de Carvalho e Silva,86.0
2019-2020,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,86.0
2019-2020,David Silva,Bernardo Mota Veiga de Carvalho e Silva,86.0
2019-2020,Bernard,Bernardo Fernandes da Silva Junior,90.0
2019-2020,Bernardo,Bernardo Fernandes da Silva Junior,90.0
2019-2020,Bruno Fernandes,Bernardo Fernandes da Silva Junior,86.0
2019-2020,Gedson Fernandes,Bernardo Fernandes da Silva Junior,86.0
2019-2020,Bernardo Silva,Bernardo Fernandes da Silva Junior,86.0
2019-2020,Junior Stanislas,Bernardo Fernandes da Silva Junior,86.0
2019-2020,Bernard,Bernard Anício Caldeira Duarte,90.0
2019-2020,Bernd Leno,Bernd Leno,100.0
2019-2020,Billy Sharp,Billy Sharp,100.0
2019-2020,,Birkir Bjarnason,
2019-2020,Björn Engels,Bjorn Engels,92.0
2019-2020,Callum Hudson-Odoi,Callum Hudson-Odoi,100.0
2019-2020,Callum Robinson,Callum Robinson,100.0
2019-2020,,Callum Slattery,
2019-2020,Callum Wilson,Callum Wilson,100.0
2019-2020,Calum Chambers,Calum Chambers,100.0
2019-2020,Carlos Sánchez,Carlos Sánchez,100.0
2019-2020,,Carl Jenkinson,
2019-2020,Cenk Tosun,Cenk Tosun,100.0
2019-2020,,Charlie Austin,
2019-2020,Charlie Daniels,Charlie Daniels,100.0
2019-2020,Charlie Taylor,Charlie Taylor,100.0
2019-2020,Cheikhou Kouyaté,Cheikhou Kouyaté,100.0
2019-2020,Che Adams,Che Adams,100.0
2019-2020,Christian Atsu,Christian Atsu,100.0
2019-2020,Christian Benteke,Christian Benteke,100.0
2019-2020,Christian Eriksen,Christian Eriksen,100.0
2019-2020,Christian Fuchs,Christian Fuchs,100.0
2019-2020,Christian Kabasele,Christian Kabasele,100.0
2019-2020,Christian Pulisic,Christian Pulisic,100.0
2019-2020,Christoph Zimmermann,Christoph Zimmermann,100.0
2019-2020,Chris Basham,Chris Basham,100.0
2019-2020,Chris Mepham,Chris Mepham,100.0
2019-2020,,Chris Smalling,
2019-2020,Chris Wood,Chris Wood,100.0
2019-2020,Ciaran Clark,Ciaran Clark,100.0
2019-2020,Claudio Bravo,Claudio Bravo,100.0
2019-2020,Connor Wickham,Connor Wickham,100.0
2019-2020,Conor Coady,Conor Coady,100.0
2019-2020,Conor Hourihane,Conor Hourihane,100.0
2019-2020,Craig Cathcart,Craig Cathcart,100.0
2019-2020,Craig Dawson,Craig Dawson,100.0
2019-2020,Cédric Soares,Cédric Soares,100.0
2019-2020,César Azpilicueta,César Azpilicueta,100.0
2019-2020,Dale Stephens,Dale Stephens,100.0
2019-2020,,Daniel Amartey,
2019-2020,Dani Ceballos,Daniel Ceballos Fernández,86.0
2019-2020,Daniel James,Daniel Ceballos Fernández,86.0
2019-2020,Daniel Podence,Daniel Ceballos Fernández,86.0
2019-2020,,Daniel Drinkwater,
2019-2020,Daniel James,Daniel James,100.0
2019-2020,David Luiz,Danilo Luiz da Silva,86.0
2019-2020,Douglas Luiz,Danilo Luiz da Silva,86.0
2019-2020,Danny Drinkwater,Danny Ings,86.0
2019-2020,Danny Ings,Danny Ings,100.0
2019-2020,Danny Drinkwater,Danny Rose,86.0
2019-2020,Danny Rose,Danny Rose,100.0
2019-2020,Danny Drinkwater,Danny Ward,86.0
2019-2020,James Ward-Prowse,Danny Ward,86.0
2019-2020,Danny Welbeck,Danny Welbeck,100.0
2019-2020,Dan Burn,Dan Burn,100.0
2019-2020,Dan Gosling,Dan Gosling,100.0
2019-2020,Daryl Janmaat,Daryl Janmaat,100.0
2019-2020,,Davide Zappacosta,
2019-2020,David Brooks,David Brooks,100.0
2019-2020,,David Button,
2019-2020,David de Gea,David de Gea,100.0
2019-2020,David Brooks,David Luiz Moreira Marinho,86.0
2019-2020,David de Gea,David Luiz Moreira Marinho,86.0
2019-2020,David Luiz,David Luiz Moreira Marinho,90.0
2019-2020,Douglas Luiz,David Luiz Moreira Marinho,86.0
2019-2020,David Martin,David Luiz Moreira Marinho,86.0
2019-2020,David McGoldrick,David Luiz Moreira Marinho,86.0
2019-2020,David Luiz,David McGoldrick,86.0
2019-2020,David McGoldrick,David McGoldrick,100.0
2019-2020,David Silva,David Silva,100.0
2019-2020,Davinson Sánchez,Davinson Sánchez,100.0
2019-2020,Davy Pröpper,Davy Pröpper,100.0
2019-2020,DeAndre Yedlin,DeAndre Yedlin,100.0
2019-2020,Ederson,Dean Henderson,83.0
2019-2020,Dean Henderson,Dean Henderson,100.0
2019-2020,Jordan Henderson,Dean Henderson,87.0
2019-2020,Declan Rice,Declan Rice,100.0
2019-2020,Dejan Lovren,Dejan Lovren,100.0
2019-2020,Demarai Gray,Demarai Gray,100.0
2019-2020,Dennis Praet,Dennis Praet,100.0
2019-2020,Dennis Srbeny,Dennis Srbeny,100.0
2019-2020,Diego Rico,Diego Rico,100.0
2019-2020,Jota,Diogo Jota,90.0
2019-2020,Diogo Jota,Diogo Jota,100.0
2019-2020,Divock Origi,Divock Origi,100.0
2019-2020,Djibril Sidibé,Djibril Sidibé,100.0
2019-2020,Domingos Quina,Domingos Quina,100.0
2019-2020,Dominic Calvert-Lewin,Dominic Calvert-Lewin,100.0
2019-2020,Dominic Solanke,Dominic Solanke,100.0
2019-2020,Kevin De Bruyne,Douglas Luiz Soares de Paulo,86.0
2019-2020,Paulo Gazzaniga,Douglas Luiz Soares de Paulo,86.0
2019-2020,Douglas Luiz,Douglas Luiz Soares de Paulo,90.0
2019-2020,Cédric Soares,Douglas Luiz Soares de Paulo,86.0
2019-2020,Dwight McNeil,Dwight McNeil,100.0
2019-2020,Ederson,Ederson Santana de Moraes,90.0
2019-2020,Wesley Moraes,Ederson Santana de Moraes,86.0
2019-2020,Eddie Nketiah,Edward Nketiah,81.0
2019-2020,,Eldin Jakupovic,
2019-2020,Emerson Palmieri,Emerson Palmieri dos Santos,90.0
2019-2020,Emi Buendía,Emiliano Buendía,81.0
2019-2020,Emiliano Martínez,Emiliano Martínez,100.0
2019-2020,Emil Krafth,Emil Krafth,100.0
2019-2020,Enda Stevens,Enda Stevens,100.0
2019-2020,Eric Bailly,Eric Bailly,100.0
2019-2020,Eric Dier,Eric Dier,100.0
2019-2020,Érik Lamela,Erik Lamela,91.0
2019-2020,Erik Pieters,Erik Pieters,100.0
2019-2020,,Ethan Ampadu,
2019-2020,Étienne Capoue,Etienne Capoue,93.0
2019-2020,Ezri Konsa,Ezri Konsa Ngoyo,90.0
2019-2020,Fabian Delph,Fabian Delph,100.0
2019-2020,Fabian Schär,Fabian Schär,100.0
2019-2020,,Fabio Henrique Tavares,
2019-2020,Fabián Balbuena,Fabián Balbuena,100.0
2019-2020,Federico Fernández,Federico Fernández,100.0
2019-2020,Felipe Anderson,Felipe Anderson Pereira Gomes,90.0
2019-2020,André Gomes,Felipe Anderson Pereira Gomes,86.0
2019-2020,Angel Gomes,Felipe Anderson Pereira Gomes,86.0
2019-2020,Andreas Pereira,Felipe Anderson Pereira Gomes,86.0
2019-2020,Ricardo Pereira,Felipe Anderson Pereira Gomes,86.0
2019-2020,,Fernando Luiz Rosa,
2019-2020,Fikayo Tomori,Fikayo Tomori,100.0
2019-2020,Florian Lejeune,Florian Lejeune,100.0
2019-2020,Florin Andone,Florin Andone,100.0
2019-2020,Kiko Femenía,Francisco Femenía Far,86.0
2019-2020,,Fraser Forster,
2019-2020,Fred,Frederick Woodman,90.0
2019-2020,Rodri,Frederico Rodrigues de Paula Santos,90.0
2019-2020,Frederic Guilbert,Frédéric Guilbert,88.0
2019-2020,Gabriel Jesus,Gabriel Fernando de Jesus,86.0
2019-2020,Gabriel Jesus,Gabriel Teodoro Martinelli Silva,86.0
2019-2020,Martinelli,Gabriel Teodoro Martinelli Silva,90.0
2019-2020,Gary Cahill,Gary Cahill,100.0
2019-2020,Gaëtan Bong,Gaëtan Bong,100.0
2019-2020,Georges-Kévin N'Koudou,Georges-Kévin Nkoudou,98.0
2019-2020,George Baldock,George Baldock,100.0
2019-2020,Georginio Wijnaldum,Georginio Wijnaldum,100.0
2019-2020,Gerard Deulofeu,Gerard Deulofeu,100.0
2019-2020,Giovani Lo Celso,Giovani Lo Celso,100.0
2019-2020,Glenn Murray,Glenn Murray,100.0
2019-2020,,Grady Diangana,
2019-2020,Granit Xhaka,Granit Xhaka,100.0
2019-2020,Grant Hanley,Grant Hanley,100.0
2019-2020,Gylfi Sigurðsson,Gylfi Sigurdsson,94.0
2019-2020,Hamza Choudhury,Hamza Choudhury,100.0
2019-2020,Harry Kane,Harry Kane,100.0
2019-2020,Harry Maguire,Harry Maguire,100.0
2019-2020,Harry Wilson,Harry Wilson,100.0
2019-2020,Harry Winks,Harry Winks,100.0
2019-2020,Harvey Barnes,Harvey Barnes,100.0
2019-2020,Henrikh Mkhitaryan,Henrikh Mkhitaryan,100.0
2019-2020,Henri Lansbury,Henri Lansbury,100.0
2019-2020,Son Heung-min,Heung-Min Son,95.0
2019-2020,André Gomes,Heurelho da Silva Gomes,86.0
2019-2020,Hugo Lloris,Hugo Lloris,100.0
2019-2020,Héctor Bellerín,Héctor Bellerín,100.0
2019-2020,,Hélder Costa,
2019-2020,Ibrahim Amadou,Ibrahim Amadou,100.0
2019-2020,,Idrissa Gueye,
2019-2020,İlkay Gündoğan,Ilkay Gündogan,93.0
2019-2020,Isaac Hayden,Isaac Hayden,100.0
2019-2020,Isaac Hayden,Isaac Success Ajayi,86.0
2019-2020,Isaac Success,Isaac Success Ajayi,95.0
2019-2020,Ismaila Sarr,Ismaïla Sarr,92.0
2019-2020,Issa Diop,Issa Diop,100.0
2019-2020,,Ivan Cavaleiro,
2019-2020,,Jack Colback,
2019-2020,Jack Cork,Jack Cork,100.0
2019-2020,Jack O'Connell,Jack Cork,86.0
2019-2020,Jack Grealish,Jack Grealish,100.0
2019-2020,Jack Cork,Jack O'Connell,86.0
2019-2020,Jack O'Connell,Jack O'Connell,100.0
2019-2020,Jack Simpson,Jack Simpson,100.0
2019-2020,Jack Stacey,Jack Stacey,100.0
2019-2020,Jack Stephens,Jack Stephens,100.0
2019-2020,Jack Wilshere,Jack Wilshere,100.0
2019-2020,,Jacob Murphy,
2019-2020,,Jake Eastwood,
2019-2020,Jamaal Lascelles,Jamaal Lascelles,100.0
2019-2020,Jamal Lewis,Jamal Lewis,100.0
2019-2020,,James Chester,
2019-2020,James Garner,James Garner,100.0
2019-2020,James Justin,James Justin,100.0
2019-2020,James Maddison,James Maddison,100.0
2019-2020,James McArthur,James McArthur,100.0
2019-2020,James McCarthy,James McArthur,86.0
2019-2020,James McArthur,James McCarthy,86.0
2019-2020,Alex McCarthy,James McCarthy,81.0
2019-2020,James McCarthy,James McCarthy,100.0
2019-2020,James Milner,James Milner,100.0
2019-2020,James Tarkowski,James Tarkowski,100.0
2019-2020,James Tomkins,James Tomkins,100.0
2019-2020,Matty James,James Ward-Prowse,86.0
2019-2020,Reece James,James Ward-Prowse,86.0
2019-2020,Joel Ward,James Ward-Prowse,86.0
2019-2020,James Ward-Prowse,James Ward-Prowse,100.0
2019-2020,Jamie Vardy,Jamie Vardy,100.0
2019-2020,Jannik Vestergaard,Jannik Vestergaard,100.0
2019-2020,Jan Bednarek,Jan Bednarek,100.0
2019-2020,Jan Vertonghen,Jan Vertonghen,100.0
2019-2020,Javier Hernández,Javier Hernández Balcázar,90.0
2019-2020,Onel Hernández,Javier Hernández Balcázar,86.0
2019-2020,Javier Manquillo,Javier Hernández Balcázar,86.0
2019-2020,Javier Manquillo,Javier Manquillo,100.0
2019-2020,Rodri,Jay Rodriguez,90.0
2019-2020,Jay Rodriguez,Jay Rodriguez,100.0
2019-2020,Jean-Philippe Gbamin,Jean-Philippe Gbamin,100.0
2019-2020,Jed Steer,Jed Steer,100.0
2019-2020,Jefferson Lerma,Jefferson Lerma,100.0
2019-2020,Jeffrey Schlupp,Jeffrey Schlupp,100.0
2019-2020,Jeff Hendrick,Jeff Hendrick,100.0
2019-2020,Jesse Lingard,Jesse Lingard,100.0
2019-2020,Jesús Vallejo,Jesús Vallejo Lázaro,90.0
2019-2020,Jetro Willems,Jetro Willems,100.0
2019-2020,Joelinton,Joelinton Cássio Apolinário de Lira,90.0
2019-2020,Joël Matip,Joel Matip,90.0
2019-2020,Joel Ward,Joel Ward,100.0
2019-2020,James Ward-Prowse,Joel Ward,86.0
2019-2020,,Joe Hart,
2019-2020,Jóhann Berg Guðmundsson,Johann Berg Gudmundsson,91.0
2019-2020,John Egan,John Egan,100.0
2019-2020,John Lundstram,John Egan,86.0
2019-2020,John Fleck,John Fleck,100.0
2019-2020,John Egan,John Lundstram,86.0
2019-2020,John Lundstram,John Lundstram,100.0
2019-2020,John McGinn,John McGinn,100.0
2019-2020,,John Ruddy,
2019-2020,John Stones,John Stones,100.0
2019-2020,,Jonas Lössl,
2019-2020,Jonny Castro,Jonathan Castro Otto,86.0
2019-2020,Jonathan Kodjia,Jonathan Kodjia,100.0
2019-2020,Jonjo Shelvey,Jonjo Shelvey,100.0
2019-2020,Jonny Evans,Jonny Evans,100.0
2019-2020,Jordan Ayew,Jordan Ayew,100.0
2019-2020,Ederson,Jordan Henderson,83.0
2019-2020,Dean Henderson,Jordan Henderson,87.0
2019-2020,Jordan Henderson,Jordan Henderson,100.0
2019-2020,Jordan Pickford,Jordan Pickford,100.0
2019-2020,Jordon Ibe,Jordon Ibe,100.0
2019-2020,,Jorge Luiz Frello Filho,
2019-2020,,Jose Luis Mato Sanmartín,
2019-2020,Joe Gomez,Joseph Gomez,86.0
2019-2020,Joe Willock,Joseph Willock,88.0
2019-2020,Joshua King,Joshua King,100.0
2019-2020,Josip Drmić,Josip Drmic,91.0
2019-2020,Diogo Dalot,José Diogo Dalot Teixeira,90.0
2019-2020,José Holebas,José Diogo Dalot Teixeira,86.0
2019-2020,Diogo Jota,José Diogo Dalot Teixeira,86.0
2019-2020,José Holebas,José Heriberto Izquierdo Mena,86.0
2019-2020,Ignacio Pussetto,José Ignacio Peleteiro Romallo,86.0
2019-2020,,José Ángel Esmorís Tasende,
2019-2020,José Holebas,José Holebas,100.0
2019-2020,João Cancelo,João Filipe Iria Santos Moutinho,86.0
2019-2020,João Pedro,João Filipe Iria Santos Moutinho,86.0
2019-2020,João Moutinho,João Filipe Iria Santos Moutinho,86.0
2019-2020,João Cancelo,João Pedro Cavaco Cancelo,86.0
2019-2020,João Pedro,João Pedro Cavaco Cancelo,90.0
2019-2020,João Moutinho,João Pedro Cavaco Cancelo,86.0
2019-2020,Pedro Neto,João Pedro Cavaco Cancelo,86.0
2019-2020,Pedro,João Pedro Cavaco Cancelo,90.0
2019-2020,Juan Foyth,Juan Foyth,100.0
2019-2020,Juan Mata,Juan Mata,100.0
2019-2020,Junior Stanislas,Junior Stanislas,100.0
2019-2020,Jürgen Locadia,Jürgen Locadia,100.0
2019-2020,,Karl Darlow,
2019-2020,Kasper Schmeichel,Kasper Schmeichel,100.0
2019-2020,,Kayne Ramsay,
2019-2020,Keinan Davis,Keinan Davis,100.0
2019-2020,Kelechi Iheanacho,Kelechi Iheanacho,100.0
2019-2020,Kenny McLean,Kenny McLean,100.0
2019-2020,,Ken Sema,
2019-2020,Kepa Arrizabalaga,Kepa Arrizabalaga,100.0
2019-2020,Kevin De Bruyne,Kevin De Bruyne,100.0
2019-2020,Kevin Long,Kevin De Bruyne,86.0
2019-2020,Kevin Long,Kevin Long,100.0
2019-2020,Kieran Tierney,Kieran Tierney,100.0
2019-2020,,Kieran Trippier,
2019-2020,Kieron Freeman,Kieron Freeman,100.0
2019-2020,,Konstantinos Mavropanos,
2019-2020,Kortney Hause,Kortney Hause,100.0
2019-2020,Kurt Zouma,Kurt Zouma,100.0
2019-2020,Kyle Walker,Kyle Walker-Peters,90.0
2019-2020,Kyle Walker-Peters,Kyle Walker-Peters,100.0
2019-2020,Kyle Walker,Kyle Walker,100.0
2019-2020,Kyle Walker-Peters,Kyle Walker,90.0
2019-2020,,Laurent Koscielny,
2019-2020,Leander Dendoncker,Leander Dendoncker,100.0
2019-2020,Leandro Trossard,Leandro Trossard,100.0
2019-2020,,Lee Grant,
2019-2020,Leighton Baines,Leighton Baines,100.0
2019-2020,,Leon Balogun,
2019-2020,Leroy Sané,Leroy Sané,100.0
2019-2020,Lewis Cook,Lewis Cook,100.0
2019-2020,Lewis Dunk,Lewis Dunk,100.0
2019-2020,,Lewis Gibson,
2019-2020,Lloyd Kelly,Lloyd Kelly,100.0
2019-2020,,Lovre Kalinic,
2019-2020,Lucas Digne,Lucas Digne,100.0
2019-2020,Lucas Digne,Lucas Rodrigues Moura da Silva,86.0
2019-2020,Lucas Moura,Lucas Rodrigues Moura da Silva,86.0
2019-2020,Rodri,Lucas Rodrigues Moura da Silva,90.0
2019-2020,Lucas Torreira,Lucas Rodrigues Moura da Silva,86.0
2019-2020,Lucas Torreira,Lucas Torreira,100.0
2019-2020,Łukasz Fabiański,Lukasz Fabianski,88.0
2019-2020,Luka Milivojević,Luka Milivojevic,94.0
2019-2020,,Luke Amos,
2019-2020,,Luke Dreher,
2019-2020,Luke Freeman,Luke Freeman,100.0
2019-2020,Luke Shaw,Luke Shaw,100.0
2019-2020,Lys Mousset,Lys Mousset,100.0
2019-2020,,Maarten Stekelenburg,
2019-2020,Ibrahim Amadou,Mahmoud Ahmed Ibrahim Hassan,86.0
2019-2020,Ahmed Elmohamady,Mahmoud Ahmed Ibrahim Hassan,86.0
2019-2020,Mamadou Sakho,Mamadou Sakho,100.0
2019-2020,Manuel Lanzini,Manuel Lanzini,100.0
2019-2020,Marcos Alonso,Marcos Alonso,100.0
2019-2020,Marcos Rojo,Marcos Rojo,100.0
2019-2020,Marco Stiepermann,Marco Stiepermann,100.0
