season,fbref_name,fpl_name,fuzzy_score,total_points,review,duplicated
2021-2022,Davinson Sánchez,Davinson Sánchez,100,93.0,,
2021-2022,Robert Sánchez,Robert Sánchez,100,126.0,,
2021-2022,Jadon Sancho,Jadon Sancho,100,91.0,,
2021-2022,Morgan Sanson,Morgan Sanson,100,13.0,,
2021-2022,Samir Santos,Samir Caetano de Souza Santos,100,36.0,,
2021-2022,Josh Sargent,Joshua Sargent,92,60.0,,
2021-2022,Jeremy Sarmiento,Jeremy Sarmiento,100,5.0,,
2021-2022,Ismaila Sarr,Ismaila Sarr,100,81.0,,
2021-2022,Malang Sarr,Malang Sarr,100,30.0,,
2021-2022,Dane Scarlett,Dane Scarlett,100,1.0,,
2021-2022,Fabian Schär,Fabian Schär,100,88.0,,
2021-2022,Jeffrey Schlupp,Jeffrey Schlupp,100,86.0,,
2021-2022,Kasper Schmeichel,Kasper Schmeichel,100,131.0,,
2021-2022,Ken Sema,Ken Sema,100,26.0,,
2021-2022,Nélson Semedo,Nélson Cabral Semedo,86,94.0,True,
2021-2022,Ryan Sessegnon,Ryan Sessegnon,100,56.0,,
2021-2022,Jamie Shackleton,Jamie Shackleton,100,19.0,,
2021-2022,Luke Shaw,Luke Shaw,100,46.0,,
2021-2022,Jonjo Shelvey,Jonjo Shelvey,100,63.0,,
2021-2022,Shola Shoretire,Shola Shoretire,100,1.0,,
2021-2022,Francisco Sierralta,Francisco Sierralta,100,5.0,,
2021-2022,Bernardo Silva,Bernardo Veiga de Carvalho e Silva,100,155.0,,
2021-2022,Fábio Silva,Fabio Silva,91,30.0,,
2021-2022,Thiago Silva,Thiago Emiliano da Silva,100,130.0,,
2021-2022,Ellis Simms,Ellis Simms,100,2.0,,
2021-2022,Moussa Sissoko,Moussa Sissoko,100,85.0,,
2021-2022,Oliver Skipp,Oliver Skipp,100,34.0,,
2021-2022,William Smallbone,William Smallbone,100,5.0,,
2021-2022,Emile Smith Rowe,Emile Smith Rowe,100,125.0,,
2021-2022,Cédric Soares,Cédric Soares,100,48.0,,
2021-2022,Tomáš Souček,Tomáš Souček,100,114.0,,
2021-2022,Boubakary Soumaré,Boubakary Soumaré,100,36.0,,
2021-2022,Çağlar Söyüncü,Çaglar Söyüncü,93,66.0,,
2021-2022,Tony Springett,Tony Springett,100,3.0,,
2021-2022,Jason Steele,Jason Steele,100,2.0,,
2021-2022,Jed Steer,Jed Steer,100,1.0,,
2021-2022,Zack Steffen,Zack Steffen,100,7.0,,
2021-2022,Dale Stephens,Dale Stephens,100,4.0,,
2021-2022,Jack Stephens,Jack Stephens,100,12.0,,
2021-2022,Raheem Sterling,Raheem Sterling,100,163.0,,
2021-2022,Finley Stevens,Finley Stevens,100,1.0,,
2021-2022,John Stones,John Stones,100,70.0,,
2021-2022,Pascal Struijk,Pascal Struijk,100,35.0,,
2021-2022,Crysencio Summerville,Crysencio Summerville,100,6.0,,
2021-2022,Jakob Sørensen,Jacob Sørensen,93,9.0,,
2021-2022,Japhet Tanganga,Japhet Tanganga,100,29.0,,
2021-2022,Matt Targett,Matt Targett,100,101.0,,
2021-2022,James Tarkowski,James Tarkowski,100,83.0,,
2021-2022,Nuno Tavares,Nuno Varela Tavares,100,49.0,,
2021-2022,Charlie Taylor,Charlie Taylor,100,78.0,,
2021-2022,Nathan Tella,Nathan Tella,100,29.0,,
2021-2022,Alex Telles,Alex Nicolao Telles,86,67.0,True,
2021-2022,Luke Thomas,Luke Thomas,100,50.0,,
2021-2022,Dominic Thompson,Dominic Thompson,100,3.0,,
2021-2022,Youri Tielemans,Youri Tielemans,100,120.0,,
2021-2022,Kieran Tierney,Kieran Tierney,100,106.0,,
2021-2022,Takehiro Tomiyasu,Takehiro Tomiyasu,100,75.0,,
2021-2022,James Tomkins,James Tomkins,100,17.0,,
2021-2022,Ivan Toney,Ivan Toney,100,139.0,,
2021-2022,Ferrán Torres,Ferran Torres,92,26.0,,
2021-2022,Cenk Tosun,Cenk Tosun,100,1.0,,
2021-2022,Andros Townsend,Andros Townsend,100,66.0,,
2021-2022,Adama Traoré,Adama Traoré,100,44.0,,
2021-2022,Bertrand Traoré,Bertrand Traoré,100,13.0,,
2021-2022,Trézéguet,Mahmoud Ahmed Ibrahim Hassan,100,1.0,,
2021-2022,Francisco Trincão,Francisco Machado Mota de Castro Trincão,100,66.0,,
2021-2022,Kieran Trippier,Kieran Trippier,100,28.0,,
2021-2022,William Troost-Ekong,William Troost-Ekong,100,18.0,,
2021-2022,Leandro Trossard,Leandro Trossard,100,141.0,,
2021-2022,Kostas Tsimikas,Konstantinos Tsimikas,83,42.0,True,
2021-2022,Axel Tuanzebe,Axel Tuanzebe,100,14.0,,
2021-2022,Ozan Tufan,Ozan Tufan,100,10.0,,
2021-2022,Christos Tzolis,Christos Tzolis,100,16.0,,
2021-2022,Yan Valery,Yan Valery,100,9.0,,
2021-2022,Virgil van Dijk,Virgil van Dijk,100,183.0,,
2021-2022,Raphaël Varane,Raphaël Varane,100,75.0,,
2021-2022,Jamie Vardy,Jamie Vardy,100,133.0,,
2021-2022,Joël Veltman,Joël Veltman,100,95.0,,
2021-2022,Jannik Vestergaard,Jannik Vestergaard,100,11.0,,
2021-2022,Nikola Vlašić,Nikola Vlasic,85,30.0,True,
2021-2022,Matěj Vydra,Matej Vydra,91,46.0,,
2021-2022,Theo Walcott,Theo Walcott,100,12.0,,
2021-2022,Kyle Walker,Kyle Walker,100,85.0,,
2021-2022,Kyle Walker-Peters,Kyle Walker-Peters,100,82.0,,
2021-2022,Aaron Wan-Bissaka,Aaron Wan-Bissaka,100,41.0,,
2021-2022,Danny Ward,Danny Ward,100,3.0,,
2021-2022,Joel Ward,Joel Ward,100,73.0,,
2021-2022,James Ward-Prowse,James Ward-Prowse,100,159.0,,
2021-2022,Ollie Watkins,Ollie Watkins,100,131.0,,
2021-2022,Adam Webster,Adam Webster,100,59.0,,
2021-2022,Wout Weghorst,Wout Weghorst,100,55.0,,
2021-2022,Danny Welbeck,Danny Welbeck,100,89.0,,
2021-2022,Timo Werner,Timo Werner,100,62.0,,
2021-2022,Ashley Westwood,Ashley Westwood,100,63.0,,
2021-2022,Ben White,Ben White,100,107.0,,
2021-2022,Brandon Williams,Brandon Williams,100,36.0,,
2021-2022,Neco Williams,Neco Williams,100,4.0,,
2021-2022,Joe Willock,Joseph Willock,88,79.0,True,
2021-2022,Callum Wilson,Callum Wilson,100,75.0,,
2021-2022,Harry Winks,Harry Winks,100,33.0,,
2021-2022,Yoane Wissa,Yoane Wissa,100,92.0,,
2021-2022,Chris Wood,Chris Wood,100,91.0,,
2021-2022,Freddie Woodman,Freddie Woodman,100,9.0,,
2021-2022,Granit Xhaka,Granit Xhaka,100,60.0,,
2021-2022,Andriy Yarmolenko,Andriy Yarmolenko,100,25.0,,
2021-2022,Ashley Young,Ashley Young,100,50.0,,
2021-2022,Nathan Young-Coombes,Nathan Young-Coombes,100,1.0,,
2021-2022,Wilfried Zaha,Wilfried Zaha,100,150.0,,
2021-2022,Christoph Zimmermann,Christoph Zimmermann,100,0.0,,
2021-2022,Oleksandr Zinchenko,Oleksandr Zinchenko,100,59.0,,
2021-2022,Hakim Ziyech,Hakim Ziyech,100,79.0,,
2021-2022,Kurt Zouma,Kurt Zouma,100,66.0,,
2021-2022,Martin Ødegaard,Martin Ødegaard,100,131.0,,
2021-2022,Bryan Gil,Bryan Gil Salvatierra,90,9.0,,
2020-2021,Patrick van Aanholt,Patrick van Aanholt,100,54.0,,
2020-2021,Tammy Abraham,Tammy Abraham,100,69.0,,
2020-2021,Che Adams,Che Adams,100,137.0,,
2020-2021,Tosin Adarabioyo,Tosin Adarabioyo,100,100.0,,
2020-2021,Adrián,Adrián San Miguel del Castillo,100,11.0,,
2020-2021,Sergio Agüero,Sergio Agüero,100,38.0,,
2020-2021,Ola Aina,Ola Aina,100,102.0,,
2020-2021,Rayan Aït Nouri,Rayan Ait Nouri,93,54.0,,
2020-2021,Semi Ajayi,Oluwasemilogo Adesewo Ibidapo Ajayi,86,51.0,True,
2020-2021,Nathan Aké,Nathan Aké,100,29.0,,
2020-2021,Marc Albrighton,Marc Albrighton,100,78.0,,
2020-2021,Thiago Alcántara,Thiago Alcántara do Nascimento,100,55.0,,
2020-2021,Toby Alderweireld,Toby Alderweireld,100,88.0,,
2020-2021,Rúnar Alex Rúnarsson,Rúnar Alex Rúnarsson,100,1.0,,
2020-2021,Trent Alexander-Arnold,Trent Alexander-Arnold,100,160.0,,
2020-2021,Ezgjan Alioski,Ezgjan Alioski,100,110.0,,
2020-2021,Alisson,Alisson Ramses Becker,90,140.0,,
2020-2021,Allan,Allan Marques Loureiro,100,47.0,,
2020-2021,Dele Alli,Dele Alli,100,30.0,,
2020-2021,Miguel Almirón,Miguel Almirón,100,97.0,,
2020-2021,Marcos Alonso,Marcos Alonso,100,57.0,,
2020-2021,Steven Alzate,Steven Alzate,100,35.0,,
2020-2021,Daniel Amartey,Daniel Amartey,100,19.0,,
2020-2021,Ethan Ampadu,Ethan Ampadu,100,44.0,,
2020-2021,Joachim Andersen,Joachim Andersen,100,93.0,,
2020-2021,Elliot Anderson,Elliot Anderson,100,1.0,,
2020-2021,Felipe Anderson,Felipe Anderson Pereira Gomes,90,2.0,,
2020-2021,Michail Antonio,Michail Antonio,100,118.0,,
2020-2021,Alphonse Areola,Alphonse Areola,100,124.0,,
2020-2021,Stuart Armstrong,Stuart Armstrong,100,115.0,,
2020-2021,Kepa Arrizabalaga,Kepa Arrizabalaga,100,26.0,,
2020-2021,Pierre-Emerick Aubameyang,Pierre-Emerick Aubameyang,100,131.0,,
2020-2021,Serge Aurier,Serge Aurier,100,80.0,,
2020-2021,Charlie Austin,Charlie Austin,100,5.0,,
2020-2021,Jordan Ayew,Jordan Ayew,100,70.0,,
2020-2021,Luke Ayling,Luke Ayling,100,100.0,,
2020-2021,César Azpilicueta,César Azpilicueta,100,113.0,,
2020-2021,Eric Bailly,Eric Bailly,100,31.0,,
2020-2021,Fabián Balbuena,Fabián Balbuena,100,39.0,,
2020-2021,George Baldock,George Baldock,100,63.0,,
2020-2021,Gareth Bale,Gareth Bale,100,113.0,,
2020-2021,Patrick Bamford,Patrick Bamford,100,194.0,,
2020-2021,Phil Bardsley,Phil Bardsley,100,2.0,,
2020-2021,Ross Barkley,Ross Barkley,100,76.0,,
2020-2021,Ashley Barnes,Ashley Barnes,100,52.0,,
2020-2021,Harvey Barnes,Harvey Barnes,100,126.0,,
2020-2021,Kyle Bartley,Kyle Bartley,100,79.0,,
2020-2021,Chris Basham,Chris Basham,100,51.0,,
2020-2021,Michy Batshuayi,Michy Batshuayi,100,41.0,,
2020-2021,Jan Bednarek,Jan Bednarek,100,94.0,,
2020-2021,Donny van de Beek,Donny van de Beek,100,32.0,,
2020-2021,Héctor Bellerín,Héctor Bellerín,100,94.0,,
2020-2021,Saïd Benrahma,Saïd Benrahma,100,73.0,,
2020-2021,Josh Benson,Josh Benson,100,10.0,,
2020-2021,Christian Benteke,Christian Benteke,100,106.0,,
2020-2021,Gaetano Berardi,Gaetano Berardi,100,8.0,,
2020-2021,Jóhann Berg Guðmundsson,Johann Berg Gudmundsson,91,50.0,,
2020-2021,Sander Berge,Sander Berge,100,31.0,,
2020-2021,Steven Bergwijn,Steven Bergwijn,100,55.0,,
2020-2021,Bernard,Bernard Anício Caldeira Duarte,90,21.0,,
2020-2021,Bernardo,Bernardo Fernandes da Silva Junior,100,5.0,,
2020-2021,Ryan Bertrand,Ryan Bertrand,100,78.0,,
2020-2021,Yves Bissouma,Yves Bissouma,100,77.0,,
2020-2021,Jayden Bogle,Jayden Bogle,100,39.0,,
2020-2021,Willy Boly,Willy Boly,100,68.0,,
2020-2021,Jarrod Bowen,Jarrod Bowen,100,141.0,,
2020-2021,Robbie Brady,Robbie Brady,100,44.0,,
2020-2021,Rhian Brewster,Rhian Brewster,100,34.0,,
2020-2021,Nathan Broadhead,Nathan Broadhead,100,1.0,,
2020-2021,Josh Brownhill,Josh Brownhill,100,74.0,,
2020-2021,Joe Bryan,Joe Bryan,100,27.0,,
2020-2021,Kean Bryan,Kean Bryan,100,29.0,,
2020-2021,Oliver Burke,Oliver Burke,100,46.0,,
2020-2021,Dan Burn,Dan Burn,100,64.0,,
2020-2021,Jack Butland,Jack Butland,100,2.0,,
2020-2021,David Button,David Button,100,2.0,,
2020-2021,Oskar Buur,Oskar Buur,100,1.0,,
2020-2021,Willy Caballero,Willy Caballero,100,1.0,,
2020-2021,Gary Cahill,Gary Cahill,100,53.0,,
2020-2021,Tom Cairney,Tom Cairney,100,27.0,,
2020-2021,Dominic Calvert-Lewin,Dominic Calvert-Lewin,100,165.0,,
2020-2021,João Cancelo,João Cancelo,100,138.0,,
2020-2021,Ian Carlo Poveda,Ian Carlo Poveda-Ocampo,95,14.0,,
2020-2021,Andy Carroll,Andy Carroll,100,30.0,,
2020-2021,Scott Carson,Scott Carson,100,7.0,,
2020-2021,Fabio Carvalho,Fábio Freitas Gouveia Carvalho,100,12.0,,
2020-2021,Matty Cash,Matthew Cash,82,89.0,True,
2020-2021,Kiko Casilla,Francisco Casilla Cortés,86,14.0,True,
2020-2021,Timothy Castagne,Timothy Castagne,100,94.0,,
2020-2021,Jonny Castro,Jonathan Castro Otto,100,16.0,,
2020-2021,Ivan Cavaleiro,Ivan Ricardo Neves Abreu Cavaleiro,86,85.0,True,
2020-2021,Edinson Cavani,Edinson Cavani,100,99.0,,
2020-2021,Dani Ceballos,Daniel Ceballos Fernández,86,62.0,True,
2020-2021,Calum Chambers,Calum Chambers,100,36.0,,
2020-2021,Ben Chilwell,Ben Chilwell,100,139.0,,
2020-2021,Hamza Choudhury,Hamza Choudhury,100,14.0,,
2020-2021,Andreas Christensen,Andreas Christensen,100,61.0,,
2020-2021,Carney Chukwuemeka,Carney Chukwuemeka,100,2.0,,
2020-2021,Ciaran Clark,Ciaran Clark,100,46.0,,
2020-2021,Nathaniel Clyne,Nathaniel Clyne,100,28.0,,
2020-2021,Conor Coady,Conor Coady,100,106.0,,
2020-2021,Séamus Coleman,Seamus Coleman,93,81.0,,
2020-2021,Aaron Connolly,Aaron Connolly,100,38.0,,
2020-2021,Liam Cooper,Liam Cooper,100,59.0,,
2020-2021,Theo Corbeanu,Theo Corbeanu,100,1.0,,
2020-2021,Jack Cork,Jack Cork,100,33.0,,
2020-2021,Hélder Costa,Hélder Wander Sousa de Azevedo e Costa,86,63.0,True,
2020-2021,Vladimír Coufal,Vladimir Coufal,93,128.0,,
2020-2021,Aaron Cresswell,Aaron Cresswell,100,153.0,,
2020-2021,Patrick Cutrone,Patrick Cutrone,100,2.0,,
2020-2021,Stuart Dallas,Stuart Dallas,100,171.0,,
2020-2021,Scott Dann,Scott Dann,100,39.0,,
2020-2021,Karl Darlow,Karl Darlow,100,80.0,,
2020-2021,Ben Davies,Ben Davies,100,52.0,,
2020-2021,Tom Davies,Tom Davies,100,47.0,,
2020-2021,Keinan Davis,Keinan Davis,100,23.0,,
2020-2021,Leif Davis,Leif Davis,100,2.0,,
2020-2021,Craig Dawson,Craig Dawson,100,75.0,,
2020-2021,Kevin De Bruyne,Kevin De Bruyne,100,141.0,,
2020-2021,Liam Delap,Liam Delap,100,1.0,,
2020-2021,Fabian Delph,Fabian Delph,100,8.0,,
2020-2021,Leander Dendoncker,Leander Dendoncker,100,77.0,,
2020-2021,Mbaye Diagne,Mbaye Diagne,100,57.0,,
2020-2021,Amad Diallo,Amad Diallo,100,8.0,,
2020-2021,Ibrahima Diallo,Ibrahima Diallo,100,31.0,,
2020-2021,Grady Diangana,Grady Diangana,100,39.0,,
2020-2021,Rúben Dias,Rúben Gato Alves Dias,100,142.0,,
2020-2021,Eric Dier,Eric Dier,100,77.0,,
2020-2021,Lucas Digne,Lucas Digne,100,120.0,,
2020-2021,Issa Diop,Issa Diop,100,42.0,,
2020-2021,Moussa Djenepo,Moussa Djenepo,100,46.0,,
2020-2021,Matt Doherty,Matt Doherty,100,47.0,,
2020-2021,Gabriel Dos Santos,Gabriel dos Santos Magalhães,100,78.0,,
2020-2021,Abdoulaye Doucouré,Abdoulaye Doucouré,100,80.0,,
2020-2021,Martin Dúbravka,Martin Dubravka,93,48.0,,
2020-2021,Paul Dummett,Paul Dummett,100,40.0,,
2020-2021,Lewis Dunk,Lewis Dunk,100,130.0,,
2020-2021,Jimmy Dunne,Jimmy Dunne,100,9.0,,
2020-2021,Ederson,Ederson Santana de Moraes,90,160.0,,
2020-2021,Kyle Edwards,Kyle Edwards,100,5.0,,
2020-2021,John Egan,John Egan,100,57.0,,
2020-2021,Anthony Elanga,Anthony Elanga,100,11.0,,
2020-2021,Ahmed Elmohamady,Ahmed El Mohamady,97,33.0,,
2020-2021,Mohamed Elneny,Mohamed Naser El Sayed Elneny,86,50.0,True,
2020-2021,Jonny Evans,Jonny Evans,100,109.0,,
2020-2021,Eberechi Eze,Eberechi Eze,100,125.0,,
2020-2021,Łukasz Fabiański,Lukasz Fabianski,88,133.0,True,
2020-2021,Fabinho,Fabio Henrique Tavares,100,71.0,,
2020-2021,Bruno Fernandes,Bruno Borges Fernandes,100,244.0,,
2020-2021,Federico Fernández,Federico Fernández,100,53.0,,
2020-2021,Fernandinho,Fernando Luiz Rosa,100,65.0,,
2020-2021,Sam Field,Sam Field,100,3.0,,
2020-2021,Roberto Firmino,Roberto Firmino,100,141.0,,
2020-2021,John Fleck,John Fleck,100,70.0,,
2020-2021,Phil Foden,Phil Foden,100,135.0,,
2020-2021,Wesley Fofana,Wesley Fofana,100,71.0,,
2020-2021,Pablo Fornals,Pablo Fornals,100,125.0,,
2020-2021,Fraser Forster,Fraser Forster,100,30.0,,
2020-2021,Timothy Fosu-Mensah,Timothy Fosu-Mensah,100,0.0,,
2020-2021,Tyrese Francois,Tyrese Francois,100,1.0,,
2020-2021,Ryan Fraser,Ryan Fraser,100,39.0,,
2020-2021,Fred,Frederico Rodrigues de Paula Santos,100,69.0,,
2020-2021,Ryan Fredericks,Ryan Fredericks,100,28.0,,
2020-2021,Christian Fuchs,Christian Fuchs,100,24.0,,
2020-2021,Darnell Furlong,Darnell Furlong,100,79.0,,
2020-2021,Conor Gallagher,Conor Gallagher,100,71.0,,
2020-2021,Eric García,Eric Garcia,91,6.0,,
2020-2021,Dwight Gayle,Dwight Gayle,100,31.0,,
2020-2021,Jean-Philippe Gbamin,Jean-Philippe Gbamin,100,1.0,,
2020-2021,David de Gea,David de Gea,100,91.0,,
2020-2021,Anwar El Ghazi,Anwar El Ghazi,100,111.0,,
2020-2021,Kieran Gibbs,Kieran Gibbs,100,5.0,,
2020-2021,Morgan Gibbs-White,Morgan Gibbs-White,100,22.0,,
2020-2021,Billy Gilmour,Billy Gilmour,100,8.0,,
2020-2021,Olivier Giroud,Olivier Giroud,100,47.0,,
2020-2021,Ben Godfrey,Ben Godfrey,100,100.0,,
2020-2021,André Gomes,André Filipe Tavares Gomes,86,48.0,True,
2020-2021,Joe Gomez,Joseph Gomez,86,10.0,True,
2020-2021,Anthony Gordon,Anthony Gordon,100,3.0,,
2020-2021,Karlan Grant,Karlan Grant,100,41.0,,
2020-2021,Demarai Gray,Demarai Gray,100,1.0,,
2020-2021,Jack Grealish,Jack Grealish,100,135.0,,
2020-2021,Mason Greenwood,Mason Greenwood,100,106.0,,
2020-2021,Pascal Groß,Pascal Groß,100,116.0,,
2020-2021,Kamil Grosicki,Kamil Grosicki,100,8.0,,
2020-2021,Vicente Guaita,Vicente Guaita,100,124.0,,
2020-2021,İlkay Gündoğan,Ilkay Gündogan,93,157.0,,
2020-2021,Antwoine Hackford,Antwoine Hackford,100,1.0,,
2020-2021,Sébastien Haller,Sébastien Haller,100,41.0,,
2020-2021,Rekeem Harper,Rekeem Harper,100,2.0,,
2020-2021,Jack Harrison,Jack Harrison,100,160.0,,
2020-2021,Kortney Hause,Kortney Hause,100,32.0,,
2020-2021,Kai Havertz,Kai Havertz,100,91.0,,
2020-2021,Isaac Hayden,Isaac Hayden,100,40.0,,
2020-2021,Michael Hector,Michael Hector,100,0.0,,
2020-2021,Ahmed Hegazi,Ahmed El-Sayed Hegazy,86,6.0,True,
2020-2021,Dean Henderson,Dean Henderson,100,44.0,,
2020-2021,Jordan Henderson,Jordan Henderson,100,56.0,,
2020-2021,Jeff Hendrick,Jeff Hendrick,100,52.0,,
2020-2021,Pablo Hernández,Pablo Hernández Domínguez,90,28.0,,
2020-2021,Son Heung-min,Heung-Min Son,95,228.0,,
2020-2021,Ki-Jana Hoever,Ki-Jana Hoever,100,13.0,,
2020-2021,Rob Holding,Rob Holding,100,105.0,,
2020-2021,Mason Holgate,Mason Holgate,100,80.0,,
2020-2021,Conor Hourihane,Conor Hourihane,100,20.0,,
2020-2021,Callum Hudson-Odoi,Callum Hudson-Odoi,100,59.0,,
2020-2021,Niall Huggins,Niall Huggins,100,1.0,,
2020-2021,Pierre Højbjerg,Pierre-Emile Højbjerg,95,107.0,,
2020-2021,Odion Ighalo,Odion Ighalo,100,1.0,,
2020-2021,Kelechi Iheanacho,Kelechi Iheanacho,100,110.0,,
2020-2021,Danny Ings,Danny Ings,100,131.0,,
2020-2021,Branislav Ivanović,Branislav Ivanovic,94,20.0,,
2020-2021,Alex Iwobi,Alex Iwobi,100,65.0,,
2020-2021,José Izquierdo,José Izquierdo,100,1.0,,
2020-2021,Phil Jagielka,Phil Jagielka,100,5.0,,
2020-2021,Alireza Jahanbakhsh,Alireza Jahanbakhsh,100,24.0,,
2020-2021,Daniel James,Daniel James,100,43.0,,
2020-2021,Reece James,Reece James,100,112.0,,
2020-2021,Alexandre Jankewitz,Alexandre Jankewitz,100,-1.0,,
2020-2021,Daniel Jebbison,Daniel Jebbison,100,12.0,,
2020-2021,Gabriel Jesus,Gabriel Fernando de Jesus,100,115.0,,
2020-2021,Raúl Jiménez,Raúl Jiménez,100,43.0,,
2020-2021,Joelinton,Joelinton Cássio Apolinário de Lira,90,74.0,,
2020-2021,Ben Johnson,Ben Johnson,100,25.0,,
2020-2021,Sam Johnstone,Sam Johnstone,100,140.0,,
2020-2021,Curtis Jones,Curtis Jones,100,50.0,,
2020-2021,Jorginho,Jorge Luiz Frello Filho,100,114.0,,
2020-2021,Willian José,Willian José Da Silva,90,40.0,,
2020-2021,Diogo Jota,Diogo Teixeira da Silva,100,86.0,,
2020-2021,James Justin,James Justin,100,101.0,,
2020-2021,Ozan Kabak,Ozan Kabak,100,26.0,,
2020-2021,Aboubakar Kamara,Aboubakar Kamara,100,8.0,,
2020-2021,Harry Kane,Harry Kane,100,242.0,,
2020-2021,N'Golo Kanté,N'Golo Kanté,100,62.0,,
2020-2021,Moise Kean,Moise Kean,100,2.0,,
2020-2021,Michael Keane,Michael Keane,100,127.0,,
2020-2021,Neeskens Kebano,Neeskens Kebano,100,6.0,,
2020-2021,Naby Keïta,Naby Keita,90,15.0,,
2020-2021,Caoimhín Kelleher,Caoimhin Kelleher,94,10.0,,
2020-2021,Martin Kelly,Martin Kelly,100,1.0,,
2020-2021,Jonjoe Kenny,Jonjoe Kenny,100,5.0,,
2020-2021,Reda Khadra,Reda Khadra,100,1.0,,
2020-2021,Max Kilman,Max Kilman,100,58.0,,
2020-2021,Joshua King,Joshua King,100,11.0,,
2020-2021,Mateusz Klich,Mateusz Klich,100,99.0,,
2020-2021,Robin Koch,Robin Koch,100,38.0,,
2020-2021,Sead Kolašinac,Sead Kolasinac,93,2.0,,
2020-2021,Terence Kongolo,Terence Kongolo,100,2.0,,
2020-2021,Ezri Konsa,Ezri Konsa Ngoyo,90,119.0,,
2020-2021,Cheikhou Kouyaté,Cheikhou Kouyaté,100,82.0,,
2020-2021,Mateo Kovačić,Mateo Kovačić,100,54.0,,
2020-2021,Emil Krafth,Emil Krafth,100,45.0,,
2020-2021,Filip Krovinović,Filip Krovinovic,94,17.0,,
2020-2021,Alexandre Lacazette,Alexandre Lacazette,100,129.0,,
2020-2021,Adam Lallana,Adam Lallana,100,58.0,,
2020-2021,Érik Lamela,Erik Lamela,91,28.0,,
2020-2021,Tariq Lamptey,Tariq Lamptey,100,35.0,,
2020-2021,Manuel Lanzini,Manuel Lanzini,100,28.0,,
2020-2021,Aymeric Laporte,Aymeric Laporte,100,58.0,,
2020-2021,Jamaal Lascelles,Jamaal Lascelles,100,44.0,,
2020-2021,Maxime Le Marchand,Maxime Le Marchand,100,1.0,,
2020-2021,Mario Lemina,Mario Lemina,100,55.0,,
2020-2021,Bernd Leno,Bernd Leno,100,131.0,,
2020-2021,Khanya Leshabela,Thakgalo Leshabela,76,1.0,True,
2020-2021,Jamal Lewis,Jamal Lewis,100,44.0,,
2020-2021,Victor Lindelöf,Victor Lindelöf,100,102.0,,
2020-2021,Jesse Lingard,Jesse Lingard,100,106.0,,
2020-2021,Jake Livermore,Jake Livermore,100,25.0,,
2020-2021,Diego Llorente,Diego Llorente,100,50.0,,
2020-2021,Hugo Lloris,Hugo Lloris,100,149.0,,
2020-2021,Giovani Lo Celso,Giovani Lo Celso,100,35.0,,
2020-2021,Ruben Loftus-Cheek,Ruben Loftus-Cheek,100,66.0,,
2020-2021,Kevin Long,Kevin Long,100,14.0,,
2020-2021,Shane Long,Shane Long,100,12.0,,
2020-2021,Matthew Longstaff,Matthew Longstaff,100,10.0,,
2020-2021,Sean Longstaff,Sean Longstaff,100,41.0,,
2020-2021,Ademola Lookman,Ademola Lookman,100,107.0,,
2020-2021,Max Lowe,Max Lowe,100,9.0,,
2020-2021,Matthew Lowton,Matthew Lowton,100,103.0,,
2020-2021,David Luiz,David Luiz Moreira Marinho,90,41.0,,
2020-2021,Douglas Luiz,Douglas Luiz Soares de Paulo,90,72.0,,
2020-2021,John Lundstram,John Lundstram,100,48.0,,
2020-2021,Alexis Mac Allister,Alexis Mac Allister,100,48.0,,
2020-2021,James Maddison,James Maddison,100,133.0,,
2020-2021,Harry Maguire,Harry Maguire,100,124.0,,
2020-2021,Riyad Mahrez,Riyad Mahrez,100,145.0,,
2020-2021,Ainsley Maitland-Niles,Ainsley Maitland-Niles,100,68.0,,
2020-2021,Josh Maja,Josh Maja,100,40.0,,
2020-2021,Sadio Mané,Sadio Mané,100,176.0,,
2020-2021,Javier Manquillo,Javier Manquillo,100,28.0,,
2020-2021,Fernando Marçal,Fernando Marçal,100,19.0,,
2020-2021,Solly March,Solomon March,75,69.0,True,
2020-2021,Pablo Marí,Pablo Marí,100,34.0,,
2020-2021,Anthony Martial,Anthony Martial,100,75.0,,
2020-2021,Martinelli,Gabriel Teodoro Martinelli Silva,90,36.0,,
2020-2021,Emiliano Martínez,Emiliano Martínez,100,186.0,,
2020-2021,Arthur Masuaku,Arthur Masuaku,100,42.0,,
2020-2021,Juan Mata,Juan Mata,100,32.0,,
2020-2021,Jean-Philippe Mateta,Jean-Philippe Mateta,100,15.0,,
2020-2021,Nemanja Matić,Nemanja Matic,92,36.0,,
2020-2021,Joël Matip,Joel Matip,90,42.0,,
2020-2021,Neal Maupay,Neal Maupay,100,105.0,,
2020-2021,James McArthur,James McArthur,100,45.0,,
2020-2021,Oliver McBurnie,Oliver McBurnie,100,44.0,,
2020-2021,Alex McCarthy,Alex McCarthy,100,94.0,,
2020-2021,James McCarthy,James McCarthy,100,26.0,,
2020-2021,John McGinn,John McGinn,100,114.0,,
2020-2021,David McGoldrick,David McGoldrick,100,100.0,,
2020-2021,Dwight McNeil,Dwight McNeil,100,113.0,,
2020-2021,Scott McTominay,Scott McTominay,100,91.0,,
2020-2021,Ben Mee,Ben Mee,100,102.0,,
2020-2021,Hannibal Mejbri,Hannibal Mejbri,100,1.0,,
2020-2021,Benjamin Mendy,Benjamin Mendy,100,63.0,,
2020-2021,Edouard Mendy,Edouard Mendy,100,140.0,,
